B1	B2	CD4_1	CD4_2	CD4_3	CD4_4	CD45_1	CD45_2	CD8_1	CD8_2	CD8_3	CD8_4	CD8_5	CD8_6	DC1	DC2	DC3	DC4	E1	E2	E3	M1	M10	M11	M12	M13	M2	M3	M4	M5	M6	M7	M8	M9	Mo1	Mo2	Mo3	Mo4	Mo5	Mo6	Mo7	Mo8	N1	N2	N3	N4	N5	N6	N7	NK1	NK2	NKT	S	T1	T10	T11	T12	T2	T3	T4	T5	T6	T7	T8	T9	Treg1	Treg2
DC2	0	0	5	0	0	0	11	0	1	1	1	0	1	1	3	2	0	0	3	6	0	52	1	17	0	3	20	4	0	0	0	42	0	0	15	1	0	0	0	0	0	0	0	0	0	0	1	7	1	2	0	1	0	0	1	5	32	0	0	1	15	0	4	6	0	0	3
DC3	5	1	29	0	0	1	10	0	2	2	0	1	0	3	6	0	16	0	8	41	0	95	16	26	0	5	16	30	0	0	0	94	6	0	59	20	2	10	0	0	1	0	15	0	0	0	3	49	9	22	0	5	3	1	2	16	85	0	0	0	22	1	9	21	0	0	16
DC4	0	0	2	0	0	0	1	0	1	3	0	1	0	1	0	0	0	0	0	0	0	5	2	2	1	0	2	1	0	0	0	11	1	0	6	1	1	1	1	0	0	0	1	0	0	0	0	3	3	3	0	0	0	0	0	0	4	0	0	0	0	0	2	3	0	0	0
E1	16	0	155	1	2	11	126	21	20	58	3	2	37	15	24	3	8	0	1670	756	5	1970	67	613	3	72	446	276	0	1	6	1257	46	1	1164	239	10	101	8	93	2	3	100	3	0	0	25	311	101	176	1	35	29	3	33	171	1131	2	1	45	361	180	142	230	4	17	135
E2	83	2	608	5	10	18	362	85	53	167	3	1	19	34	113	6	41	0	756	6298	65	2574	273	1510	22	49	1222	623	0	7	5	3577	191	1	1373	520	35	229	13	50	5	19	386	7	0	0	78	1378	271	397	0	52	50	20	166	260	3287	15	3	53	1016	76	715	632	7	24	222
E3	2	0	5	1	0	0	1	2	0	1	0	0	1	0	1	0	0	0	5	65	10	41	3	37	1	2	15	2	0	0	0	38	1	0	14	5	0	1	0	0	0	0	3	0	0	0	0	1	3	7	0	0	0	0	2	3	39	0	0	0	18	3	6	3	0	0	2
M1	146	1	1497	3	11	72	1395	384	225	669	72	28	412	164	248	52	95	5	1970	2574	41	62300	402	15349	56	566	9972	389	5	37	77	9881	346	40	13218	654	134	153	25	22	2	4	524	84	0	0	54	1761	1414	1268	2	251	405	108	602	4720	17586	36	90	1429	8156	1492	2566	1865	36	290	850
M10	57	2	165	3	7	3	130	24	17	31	0	1	1	14	58	1	16	2	67	273	3	402	294	338	3	8	409	415	0	2	2	1216	81	0	285	155	8	117	3	17	4	12	103	0	0	0	23	332	41	159	1	35	14	9	53	72	938	2	0	19	208	5	145	260	1	5	89
M11	31	2	451	0	5	34	424	379	35	295	17	8	131	38	139	17	26	2	613	1510	37	15349	338	13370	71	292	7865	221	0	42	7	4753	75	8	2602	160	44	52	3	5	2	5	133	12	0	2	16	483	487	298	5	42	363	117	311	1807	12585	33	20	729	7135	294	1783	978	15	78	281
M12	1	0	8	1	0	0	1	3	0	3	0	0	1	0	4	0	0	1	3	22	1	56	3	71	10	0	48	8	0	0	0	98	7	0	11	5	0	1	0	0	0	0	1	0	0	0	1	3	3	4	0	1	5	0	2	7	126	2	0	2	42	0	8	26	0	0	5
M13	7	0	23	0	7	0	58	3	0	22	0	0	19	11	4	3	5	0	72	49	2	566	8	292	0	1988	181	1	0	0	3	229	2	0	172	5	2	3	0	0	0	0	20	2	0	0	5	43	40	76	0	12	620	0	15	23	150	2	3	19	131	21	13	13	3	14	8
M2	38	1	428	1	2	31	452	180	40	215	13	5	82	30	103	20	16	2	446	1222	15	9972	409	7865	48	181	8502	345	1	58	9	4432	133	5	1747	176	42	87	6	7	7	11	255	4	0	1	27	1012	444	288	0	47	230	55	466	1479	11194	21	6	423	4308	155	1609	948	10	60	258
M3	43	1	248	4	3	2	197	19	18	72	6	0	2	27	143	4	30	1	276	623	2	389	415	221	8	1	345	1850	0	6	2	4084	196	0	463	401	9	319	7	96	20	28	200	3	0	0	75	691	46	259	2	51	2	6	87	77	1851	1	0	9	151	6	326	879	3	9	120
M4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M5	0	0	2	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	1	7	0	37	2	42	0	0	58	6	0	2	0	70	1	0	4	2	0	1	0	0	0	0	2	0	0	0	1	10	1	0	0	0	1	0	10	20	96	0	0	2	29	1	5	25	0	0	0
M6	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	6	5	0	77	2	7	0	3	9	2	0	0	0	37	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	14	33	1	0	1	13	5	6	8	0	0	1
M7	298	7	1905	25	21	40	1509	196	276	518	28	5	51	208	382	42	94	11	1257	3577	38	9881	1216	4753	98	229	4432	4084	0	70	37	35414	1755	7	4407	2047	116	1034	70	553	83	49	1303	14	0	4	667	3870	555	1764	1	381	193	63	653	1452	12720	69	6	297	3271	125	2194	6326	21	117	972
M8	51	5	227	5	0	5	182	9	48	43	0	1	3	22	27	0	6	1	46	191	1	346	81	75	7	2	133	196	0	1	0	1755	256	0	450	141	15	65	9	20	8	4	68	1	0	0	25	199	33	182	0	57	1	2	17	26	298	1	0	3	44	10	84	285	0	16	123
M9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	40	0	8	0	0	5	0	0	0	0	7	0	0	12	1	1	0	0	0	0	0	5	0	0	0	0	9	12	0	0	0	0	0	11	5	18	0	0	2	11	0	2	0	0	0	0
Mo1	166	1	1351	13	18	50	1090	142	230	437	13	16	152	122	143	15	59	6	1164	1373	14	13218	285	2602	11	172	1747	463	2	4	30	4407	450	12	8946	809	98	257	31	53	20	10	358	45	0	0	61	1043	531	1275	4	318	85	25	151	840	2835	12	13	218	1250	465	603	838	2	176	713
Mo2	50	1	295	2	1	1	191	16	41	78	3	1	13	28	49	1	20	1	239	520	5	654	155	160	5	5	176	401	1	2	0	2047	141	1	809	572	20	225	16	84	12	3	191	3	0	0	73	649	73	264	0	54	6	2	48	73	706	0	2	9	86	18	98	364	0	13	147
Mo3	5	0	29	0	0	0	18	1	4	15	0	0	1	2	4	0	2	1	10	35	0	134	8	44	0	2	42	9	0	0	0	116	15	1	98	20	36	15	0	1	1	0	48	1	0	0	22	158	86	22	0	12	0	0	43	17	68	0	1	2	29	0	12	24	0	2	21
Mo4	17	0	116	3	0	1	64	4	18	26	2	1	2	16	31	0	10	1	101	229	1	153	117	52	1	3	87	319	0	1	0	1034	65	0	257	225	15	270	3	19	6	3	133	1	0	0	46	395	43	129	0	25	2	0	37	21	458	2	0	0	24	2	90	195	0	1	77
Mo5	3	0	15	0	0	0	6	0	2	3	0	0	0	0	0	0	0	1	8	13	0	25	3	3	0	0	6	7	0	0	0	70	9	0	31	16	0	3	2	1	0	0	0	0	0	0	0	15	0	10	0	3	0	1	0	4	18	0	0	1	3	0	7	12	0	1	5
Mo6	3	0	30	0	0	0	12	3	1	5	0	0	0	2	12	0	0	0	93	50	0	22	17	5	0	0	7	96	0	0	0	553	20	0	53	84	1	19	1	54	5	1	17	0	0	0	10	66	6	18	0	3	0	0	8	5	131	0	0	1	5	0	19	75	1	1	14
Mo7	0	0	6	0	0	0	3	0	1	2	0	0	0	1	1	0	1	0	2	5	0	2	4	2	0	0	7	20	0	0	0	83	8	0	20	12	1	6	0	5	0	0	0	0	0	0	0	6	0	12	0	1	0	0	0	2	17	0	0	0	0	0	13	5	1	0	4
Mo8	2	0	6	0	0	1	5	1	1	0	0	0	0	0	2	0	0	0	3	19	0	4	12	5	0	0	11	28	0	0	0	49	4	0	10	3	0	3	0	1	0	2	4	0	0	0	2	7	2	5	0	0	1	1	0	2	40	1	0	0	1	0	11	12	0	0	2
N1	19	0	132	1	5	1	101	4	15	32	0	0	1	14	30	0	15	1	100	386	3	524	103	133	1	20	255	200	0	2	0	1303	68	5	358	191	48	133	0	17	0	4	604	11	0	0	109	1016	247	130	0	40	11	1	229	97	582	2	0	8	77	11	79	257	1	6	68
N2	0	0	4	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	3	7	0	84	0	12	0	2	4	3	0	0	0	14	1	0	45	3	1	1	0	0	0	0	11	8	0	0	1	10	11	4	0	0	1	0	5	13	18	0	0	3	7	3	5	0	0	0	3
N3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0
N5	2	0	32	0	0	0	26	0	8	11	0	0	0	0	8	1	3	0	25	78	0	54	23	16	1	5	27	75	0	1	0	667	25	0	61	73	22	46	0	10	0	2	109	1	0	0	64	385	57	30	0	3	5	0	62	7	138	0	0	1	16	1	19	126	0	1	12
N6	65	2	480	5	12	4	335	17	69	117	8	0	6	61	89	7	49	3	311	1378	1	1761	332	483	3	43	1012	691	0	10	1	3870	199	9	1043	649	158	395	15	66	6	7	1016	10	0	0	385	4850	942	519	1	100	73	4	1096	308	2240	0	2	36	339	42	277	797	4	20	179
N7	9	0	103	0	1	0	74	11	12	23	5	1	4	24	20	1	9	3	101	271	3	1414	41	487	3	40	444	46	1	1	1	555	33	12	531	73	86	43	0	6	0	2	247	11	0	1	57	942	794	103	0	29	34	3	361	213	676	1	0	34	293	38	85	112	1	8	35
NK1	79	1	445	3	6	5	350	19	82	120	1	4	14	48	55	2	22	3	176	397	7	1268	159	298	4	76	288	259	1	0	1	1764	182	0	1275	264	22	129	10	18	12	5	130	4	0	0	30	519	103	670	1	161	28	2	61	98	586	5	1	26	175	34	129	375	1	37	225
NK2	0	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	2	1	5	0	0	0	2	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0
NKT	32	0	129	2	4	0	108	4	23	37	1	1	4	20	22	1	5	0	35	52	0	251	35	42	1	12	47	51	0	0	0	381	57	0	318	54	12	25	3	3	1	0	40	0	0	0	3	100	29	161	0	94	4	2	3	21	83	0	1	1	12	4	18	63	0	9	82
S	5	0	12	0	1	0	15	7	2	10	2	0	5	4	4	0	3	0	29	50	0	405	14	363	5	620	230	2	0	1	0	193	1	0	85	6	0	2	0	0	0	1	11	1	0	0	5	73	34	28	0	4	394	0	40	59	655	4	2	20	209	4	64	43	1	4	13
T1	2	0	7	0	0	0	7	5	2	5	0	0	1	1	5	0	1	0	3	20	0	108	9	117	0	0	55	6	0	0	1	63	2	0	25	2	0	0	1	0	0	1	1	0	0	0	0	4	3	2	0	2	0	4	1	10	105	0	1	3	51	4	28	13	0	0	2
T10	3	0	42	0	0	0	56	9	7	8	0	0	1	5	13	1	2	0	33	166	2	602	53	311	2	15	466	87	0	10	1	653	17	11	151	48	43	37	0	8	0	0	229	5	0	0	62	1096	361	61	0	3	40	1	548	205	1027	0	0	29	243	8	91	123	3	2	8
T11	18	0	138	0	0	2	112	50	21	75	10	1	26	11	36	5	16	0	171	260	3	4720	72	1807	7	23	1479	77	0	20	14	1452	26	5	840	73	17	21	4	5	2	2	97	13	0	0	7	308	213	98	1	21	59	10	205	1278	4124	2	6	191	1159	81	262	400	6	20	78
T12	82	1	740	5	5	32	657	339	60	340	30	9	90	75	328	32	85	4	1131	3287	39	17586	938	12585	126	150	11194	1851	0	96	33	12720	298	18	2835	706	68	458	18	131	17	40	582	18	0	1	138	2240	676	586	1	83	655	105	1027	4124	31592	37	20	850	7663	312	3415	3037	28	50	409
T2	0	0	3	0	0	1	1	2	0	0	0	1	0	2	2	0	0	0	2	15	0	36	2	33	2	2	21	1	0	0	1	69	1	0	12	0	0	2	0	0	0	1	2	0	0	0	0	0	1	5	0	0	4	0	0	2	37	0	0	2	32	0	4	14	0	0	7
T3	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	3	0	90	0	20	0	3	6	0	0	0	0	6	0	0	13	2	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	2	1	0	6	20	0	0	6	8	3	1	0	0	1	1
T4	1	0	23	0	0	2	28	12	2	18	0	0	7	0	8	1	0	0	45	53	0	1429	19	729	2	19	423	9	0	2	1	297	3	2	218	9	2	0	1	1	0	0	8	3	0	0	1	36	34	26	0	1	20	3	29	191	850	2	6	90	566	27	90	62	2	3	24
T5	5	1	207	0	1	21	199	208	24	155	12	3	65	17	96	15	22	0	361	1016	18	8156	208	7135	42	131	4308	151	0	29	13	3271	44	11	1250	86	29	24	3	5	0	1	77	7	0	1	16	339	293	175	0	12	209	51	243	1159	7663	32	8	566	6282	143	965	672	2	39	150
T6	1	0	45	0	0	2	27	2	3	14	1	1	20	4	2	0	1	0	180	76	3	1492	5	294	0	21	155	6	0	1	5	125	10	0	465	18	0	2	0	0	0	0	11	3	0	0	1	42	38	34	0	4	4	4	8	81	312	0	3	27	143	138	53	23	1	10	18
T7	31	0	167	5	1	9	178	60	21	78	1	1	16	31	65	4	9	2	142	715	6	2566	145	1783	8	13	1609	326	0	5	6	2194	84	2	603	98	12	90	7	19	13	11	79	5	0	0	19	277	85	129	1	18	64	28	91	262	3415	4	1	90	965	53	1148	385	4	10	81
T8	59	1	338	6	2	8	286	30	64	117	9	0	9	31	103	6	21	3	230	632	3	1865	260	978	26	13	948	879	0	25	8	6326	285	0	838	364	24	195	12	75	5	12	257	0	0	2	126	797	112	375	1	63	43	13	123	400	3037	14	0	62	672	23	385	1544	0	21	186
T9	0	0	2	0	0	0	1	1	0	0	6	0	0	0	1	0	0	0	4	7	0	36	1	15	0	3	10	3	0	0	0	21	0	0	2	0	0	0	0	1	1	0	1	0	0	0	0	4	1	1	1	0	1	0	3	6	28	0	0	2	2	1	4	0	10	0	1
Treg1	14	1	55	0	1	2	32	3	8	6	1	1	5	3	3	0	0	0	17	24	0	290	5	78	0	14	60	9	0	0	0	117	16	0	176	13	2	1	1	1	0	0	6	0	0	0	1	20	8	37	0	9	4	0	2	20	50	0	1	3	39	10	10	21	0	10	47
Treg2	51	1	273	0	6	5	184	15	46	82	0	7	12	19	43	3	16	0	135	222	2	850	89	281	5	8	258	120	0	0	1	972	123	0	713	147	21	77	5	14	4	2	68	3	0	0	12	179	35	225	0	82	13	2	8	78	409	7	1	24	150	18	81	186	1	47	222
