B1	B2	CD4_1	CD4_2	CD4_3	CD4_4	CD45_1	CD45_2	CD8_1	CD8_2	CD8_3	CD8_4	CD8_5	CD8_6	DC1	DC2	DC3	DC4	E1	E2	E3	M1	M10	M11	M12	M13	M2	M3	M4	M5	M6	M7	M8	M9	Mo1	Mo2	Mo3	Mo4	Mo5	Mo6	Mo7	Mo8	N1	N2	N3	N4	N5	N6	N7	NK1	NK2	NKT	S	T1	T10	T11	T12	T2	T3	T4	T5	T6	T7	T8	T9	Treg1	Treg2
CD8_6	11	0	70	3	0	0	94	4	5	21	4	0	0	26	3	0	0	1	72	72	0	618	5	30	0	0	47	10	0	0	1	360	43	1	431	54	27	3	5	3	5	0	41	8	0	1	9	152	72	100	2	32	0	1	20	84	208	0	0	11	36	31	59	100	4	2	32
DC1	1	0	9	0	0	0	18	2	0	3	1	0	0	3	16	1	3	0	16	26	1	122	6	15	0	0	62	16	0	0	0	88	6	0	73	17	1	12	0	1	0	0	20	1	0	0	2	59	18	15	1	3	1	2	13	31	210	0	0	2	43	11	24	32	0	1	5
DC2	0	0	5	0	0	0	5	0	0	2	0	0	0	0	1	0	0	0	4	4	0	71	0	6	0	0	8	0	0	0	0	18	4	0	26	2	2	0	0	0	0	1	1	0	0	0	0	17	3	0	0	0	0	0	0	10	26	0	0	1	9	1	4	6	0	0	0
DC3	0	0	9	0	0	0	4	1	1	1	0	0	0	0	3	0	4	0	13	12	0	87	5	5	0	0	20	2	0	0	1	26	1	0	39	8	1	3	0	0	0	0	1	0	0	0	2	14	8	10	0	2	1	0	3	19	73	0	0	0	11	5	6	6	0	0	5
DC4	2	0	6	0	1	0	3	0	0	1	0	0	0	1	0	0	0	0	3	10	0	9	0	1	0	0	0	2	0	1	0	12	2	0	16	1	1	0	0	0	0	0	0	0	0	0	3	10	7	2	0	1	0	0	2	1	6	0	0	1	0	0	1	3	0	0	1
E1	30	1	284	1	0	1	362	7	19	127	19	0	2	72	16	4	13	3	2230	577	2	4280	41	218	1	5	344	61	4	0	22	1388	100	1	3710	356	69	37	14	33	2	3	225	13	0	1	28	787	438	410	5	55	6	2	130	620	1676	1	6	88	255	397	252	269	7	1	84
E2	93	2	569	4	10	0	520	10	30	116	19	0	3	72	26	4	12	10	577	3224	6	1653	113	60	2	5	526	171	2	5	11	2392	198	6	1975	443	102	50	15	39	3	2	492	18	1	0	101	1710	611	497	1	85	1	3	179	217	2521	1	1	25	195	105	585	498	5	2	84
E3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	6	0	9	0	4	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0
M1	118	2	1655	6	3	7	2640	312	106	902	522	0	61	618	122	71	87	9	4280	1653	9	189316	210	7266	4	32	5694	98	45	21	1849	15157	394	180	34995	1543	581	115	87	10	6	7	2852	804	26	40	161	9740	12044	2639	34	321	56	79	2291	26627	39976	8	490	5328	8124	15952	2941	4142	208	21	740
M10	17	0	37	0	0	0	59	1	1	9	1	0	0	5	6	0	5	0	41	113	0	210	80	9	0	1	339	70	0	5	4	410	16	3	145	52	4	20	3	3	1	5	69	5	1	0	8	394	120	39	2	3	1	0	67	87	562	0	0	3	19	18	53	111	0	0	10
M11	3	0	49	0	0	0	74	46	6	51	24	0	11	30	15	6	5	1	218	60	4	7266	9	1032	3	0	455	6	0	0	50	453	8	2	1067	28	3	10	2	0	0	1	16	14	0	0	0	48	157	59	2	10	2	25	47	960	2524	0	49	407	1096	423	289	138	4	1	56
M12	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2	0	4	0	3	0	0	2	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	11	0	0	0	1	1	3	1	0	0	0
M13	5	0	2	0	1	0	11	0	0	1	0	0	0	0	0	0	0	0	5	5	0	32	1	0	0	40	2	0	0	0	2	7	1	0	51	2	2	0	0	0	0	0	7	1	0	0	0	10	3	10	0	1	19	0	0	6	4	0	0	0	0	1	0	1	0	0	2
M2	18	0	221	5	0	0	583	19	14	70	17	0	1	47	62	8	20	0	344	526	0	5694	339	455	2	2	8044	54	1	87	23	1425	97	60	1478	139	33	32	6	7	5	22	646	34	17	2	35	4706	1951	214	5	24	14	22	914	2306	10922	4	22	141	620	257	599	600	4	0	54
M3	23	0	62	1	0	0	62	1	7	20	1	0	0	10	16	0	2	2	61	171	0	98	70	6	0	0	54	256	1	1	1	1179	43	0	195	106	3	58	4	19	1	2	43	2	0	0	22	217	26	72	1	7	0	0	19	9	524	1	1	0	8	8	133	181	0	0	14
M4	1	0	1	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	4	2	0	45	0	0	0	0	1	1	0	0	3	23	2	0	28	1	0	0	1	0	0	0	0	0	0	0	1	12	4	1	0	1	0	0	1	2	3	0	0	1	2	1	4	5	0	0	0
M5	0	0	2	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	5	0	21	5	0	0	0	87	1	0	2	0	20	4	0	4	0	0	0	0	1	0	0	5	0	0	0	1	60	11	1	0	1	0	0	6	10	129	1	0	0	6	1	6	7	0	0	0
M6	1	0	6	0	0	0	18	1	1	13	3	0	0	1	0	0	1	0	22	11	0	1849	4	50	0	2	23	1	3	0	140	463	1	3	313	12	3	4	4	0	0	0	31	9	0	3	3	106	144	17	0	1	2	0	27	471	701	0	6	52	100	277	37	177	3	0	4
M7	245	17	1731	52	11	1	1937	32	126	449	70	0	5	360	88	18	26	12	1388	2392	0	15157	410	453	12	7	1425	1179	23	20	463	30356	1761	6	9042	2230	315	321	170	226	31	14	1923	112	7	42	726	6137	1951	2087	19	338	19	25	733	2617	9094	10	16	293	688	892	2634	6155	55	13	523
M8	30	2	207	5	3	0	195	7	12	55	4	0	1	43	6	4	1	2	100	198	0	394	16	8	0	1	97	43	2	4	1	1761	228	0	693	200	26	13	13	23	2	3	158	9	0	0	36	514	112	237	2	47	0	2	40	47	337	0	0	1	9	20	172	351	3	4	60
M9	0	0	1	0	0	0	8	0	1	3	0	0	0	1	0	0	0	0	1	6	0	180	3	2	0	0	60	0	0	0	3	6	0	4	33	4	0	0	1	0	0	0	28	7	3	0	1	232	173	1	0	1	0	0	32	48	66	0	0	0	4	18	2	6	0	0	1
Mo1	184	8	1978	12	16	7	2325	82	183	576	151	6	27	431	73	26	39	16	3710	1975	1	34995	145	1067	2	51	1478	195	28	4	313	9042	693	33	26456	2056	676	132	185	43	10	7	1552	186	8	15	224	5188	3666	2815	16	478	45	20	737	3536	7323	1	50	463	1022	2483	1531	2167	69	27	612
Mo2	48	5	376	3	10	1	331	6	35	86	14	0	1	54	17	2	8	1	356	443	3	1543	52	28	0	2	139	106	1	0	12	2230	200	4	2056	668	55	69	42	38	9	4	266	21	1	1	69	1084	292	415	0	73	3	1	88	166	829	0	0	23	43	109	297	451	7	2	88
Mo3	5	0	67	0	0	0	79	0	2	16	5	0	0	27	1	2	1	1	69	102	0	581	4	3	0	2	33	3	0	0	3	315	26	0	676	55	222	3	2	0	0	0	187	13	0	0	21	609	557	98	0	17	1	1	80	64	133	0	1	3	4	25	32	100	3	2	12
Mo4	10	1	22	0	0	0	25	1	2	6	1	0	0	3	12	0	3	0	37	50	0	115	20	10	0	0	32	58	0	0	4	321	13	0	132	69	3	24	5	10	0	0	34	1	0	0	8	108	32	33	0	4	0	0	15	12	184	0	1	0	9	16	48	64	0	0	12
Mo5	3	0	28	0	0	0	18	0	0	4	2	0	0	5	0	0	0	0	14	15	0	87	3	2	0	0	6	4	1	0	4	170	13	1	185	42	2	5	8	0	1	0	13	1	0	0	4	47	16	32	0	7	0	1	4	17	53	0	1	1	3	10	20	21	3	0	4
Mo6	1	1	14	1	0	0	13	0	1	7	0	0	0	3	1	0	0	0	33	39	0	10	3	0	0	0	7	19	0	1	0	226	23	0	43	38	0	10	0	36	2	1	9	0	0	0	8	34	5	17	0	2	0	0	0	1	69	0	0	0	2	1	18	55	0	0	3
Mo7	2	0	2	0	0	0	4	0	0	1	0	0	0	5	0	0	0	0	2	3	0	6	1	0	0	0	5	1	0	0	0	31	2	0	10	9	0	0	1	2	0	0	0	0	0	0	1	7	0	1	0	0	0	0	0	0	8	0	0	0	0	0	1	6	0	0	1
Mo8	1	0	2	0	0	0	5	0	0	1	0	0	0	0	0	1	0	0	3	2	0	7	5	1	0	0	22	2	0	0	0	14	3	0	7	4	0	0	0	1	0	0	0	0	0	0	2	2	0	3	0	0	0	0	1	2	35	0	0	0	0	0	4	5	0	0	0
N1	28	1	233	3	0	0	354	0	6	51	24	0	0	41	20	1	1	0	225	492	0	2852	69	16	0	7	646	43	0	5	31	1923	158	28	1552	266	187	34	13	9	0	0	3860	158	118	14	147	12995	4589	259	6	47	2	0	1311	950	1828	0	3	31	50	293	192	544	10	0	51
N2	1	0	12	0	0	0	30	1	0	6	1	0	0	8	1	0	0	0	13	18	0	804	5	14	0	1	34	2	0	0	9	112	9	7	186	21	13	1	1	0	0	0	158	34	1	1	5	420	305	12	0	2	0	1	67	144	169	0	0	10	17	89	14	39	0	0	1
N3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	26	1	0	0	0	17	0	0	0	0	7	0	3	8	1	0	0	0	0	0	0	118	1	4	0	0	495	75	0	0	0	0	0	34	11	50	0	0	0	1	2	0	5	0	0	1
N4	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	40	0	0	0	0	2	0	0	0	3	42	0	0	15	1	0	0	0	0	0	0	14	1	0	2	1	63	42	1	0	0	0	0	9	14	15	0	0	0	0	4	1	10	0	0	0
N5	5	1	60	0	0	0	61	0	0	7	4	0	0	9	2	0	2	3	28	101	0	161	8	0	2	0	35	22	1	1	3	726	36	1	224	69	21	8	4	8	1	2	147	5	0	1	62	654	171	76	0	17	0	0	63	27	118	0	0	0	0	8	50	168	1	0	7
N6	114	3	876	3	11	0	1601	6	47	188	66	0	1	152	59	17	14	10	787	1710	0	9740	394	48	0	10	4706	217	12	60	106	6137	514	232	5188	1084	609	108	47	34	7	2	12995	420	495	63	654	74124	20363	1018	11	150	11	2	6449	4366	9180	0	5	70	214	930	681	2028	33	1	130
N7	23	0	283	1	2	0	581	6	20	101	69	0	2	72	18	3	8	7	438	611	0	12044	120	157	0	3	1951	26	4	11	144	1951	112	173	3666	292	557	32	16	5	0	0	4589	305	75	42	171	20363	17222	371	2	58	5	5	3349	3229	4756	0	30	180	251	1451	265	747	38	0	44
NK1	51	1	518	2	6	0	502	8	21	100	11	0	1	100	15	0	10	2	410	497	1	2639	39	59	0	10	214	72	1	1	17	2087	237	1	2815	415	98	33	32	17	1	3	259	12	0	1	76	1018	371	782	3	167	7	1	85	304	845	0	1	46	73	142	260	522	3	5	130
NK2	1	0	1	0	0	0	6	1	0	1	6	0	0	2	1	0	0	0	5	1	0	34	2	2	0	0	5	1	0	0	0	19	2	0	16	0	0	0	0	0	0	0	6	0	0	0	0	11	2	3	0	3	0	0	0	3	13	0	0	2	2	0	5	8	1	0	1
NKT	14	1	95	0	3	0	73	4	10	16	4	0	0	32	3	0	2	1	55	85	0	321	3	10	0	1	24	7	1	1	1	338	47	1	478	73	17	4	7	2	0	0	47	2	0	0	17	150	58	167	3	78	0	0	20	46	105	0	1	1	9	17	34	61	3	1	36
S	3	0	9	0	1	0	4	0	0	3	0	0	0	0	1	0	1	0	6	1	0	56	1	2	0	19	14	0	0	0	2	19	0	0	45	3	1	0	0	0	0	0	2	0	0	0	0	11	5	7	0	0	2	0	2	13	46	0	0	2	4	8	1	0	0	0	9
T1	0	0	2	0	0	0	4	1	0	2	0	0	1	1	2	0	0	0	2	3	0	79	0	25	0	0	22	0	0	0	0	25	2	0	20	1	1	0	1	0	0	0	0	1	0	0	0	2	5	1	0	0	0	2	3	12	97	0	0	7	34	2	20	5	0	0	0
T10	10	1	89	1	0	0	182	2	6	32	15	0	0	20	13	0	3	2	130	179	0	2291	67	47	0	0	914	19	1	6	27	733	40	32	737	88	80	15	4	0	0	1	1311	67	34	9	63	6449	3349	85	0	20	2	3	1560	1035	2964	0	2	53	140	255	106	253	8	0	19
T11	17	0	244	1	2	1	445	25	26	116	100	1	9	84	31	10	19	1	620	217	0	26627	87	960	1	6	2306	9	2	10	471	2617	47	48	3536	166	64	12	17	1	0	2	950	144	11	14	27	4366	3229	304	3	46	13	12	1035	10556	13748	7	60	1413	1704	3561	393	1127	35	1	119
T12	122	4	743	6	5	3	1185	87	50	329	135	0	13	208	210	26	73	6	1676	2521	6	39976	562	2524	11	4	10922	524	3	129	701	9094	337	66	7323	829	133	184	53	69	8	35	1828	169	50	15	118	9180	4756	845	13	105	46	97	2964	13748	77546	21	177	2393	9619	5454	3723	2836	39	5	282
T2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	8	0	0	0	0	4	1	0	1	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	21	0	0	0	1	0	1	3	0	0	0
T3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	1	0	490	0	49	0	0	22	1	0	0	6	16	0	0	50	0	1	1	1	0	0	0	3	0	0	0	0	5	30	1	0	1	0	0	2	60	177	0	12	33	67	74	15	3	0	1	3
T4	0	0	25	0	0	0	33	9	1	25	22	0	2	11	2	1	0	1	88	25	0	5328	3	407	0	0	141	0	1	0	52	293	1	0	463	23	3	0	1	0	0	0	31	10	0	0	0	70	180	46	2	1	2	7	53	1413	2393	0	33	648	892	580	84	88	5	1	10
T5	12	0	59	1	0	0	90	34	7	65	30	0	5	36	43	9	11	0	255	195	5	8124	19	1096	1	0	620	8	2	6	100	688	9	4	1022	43	4	9	3	2	0	0	50	17	1	0	0	214	251	73	2	9	4	34	140	1704	9619	1	67	892	3152	786	546	197	8	0	46
T6	9	0	77	0	0	0	142	17	3	52	42	0	6	31	11	1	5	0	397	105	0	15952	18	423	1	1	257	8	1	1	277	892	20	18	2483	109	25	16	10	1	0	0	293	89	2	4	8	930	1451	142	0	17	8	2	255	3561	5454	0	74	580	786	3312	324	322	19	1	42
T7	37	4	240	8	3	1	319	9	24	68	14	0	2	59	24	4	6	1	252	585	0	2941	53	289	3	0	599	133	4	6	37	2634	172	2	1531	297	32	48	20	18	1	4	192	14	0	1	50	681	265	260	5	34	1	20	106	393	3723	1	15	84	546	324	1148	609	4	0	68
T8	80	6	386	14	3	0	467	10	34	115	20	0	1	100	32	6	6	3	269	498	0	4142	111	138	1	1	600	181	5	7	177	6155	351	6	2167	451	100	64	21	55	6	5	544	39	5	10	168	2028	747	522	8	61	0	5	253	1127	2836	3	3	88	197	322	609	1936	10	2	96
T9	0	0	7	0	0	0	5	0	1	5	17	0	0	4	0	0	0	0	7	5	0	208	0	4	0	0	4	0	0	0	3	55	3	0	69	7	3	0	3	0	0	0	10	0	0	0	1	33	38	3	1	3	0	0	8	35	39	0	0	5	8	19	4	10	4	0	1
Treg1	0	0	3	0	0	0	4	1	0	1	0	0	0	2	1	0	0	0	1	2	0	21	0	1	0	0	0	0	0	0	0	13	4	0	27	2	2	0	0	0	0	0	0	0	0	0	0	1	0	5	0	1	0	0	0	1	5	0	1	1	0	1	0	2	0	0	4
Treg2	5	0	150	1	0	2	84	7	14	27	1	1	2	32	5	0	5	1	84	84	0	740	10	56	0	2	54	14	0	0	4	523	60	1	612	88	12	12	4	3	1	0	51	1	1	0	7	130	44	130	1	36	9	0	19	119	282	0	3	10	46	42	68	96	1	4	84
