B1	B2	CD4_1	CD4_2	CD4_3	CD4_4	CD45_1	CD45_2	CD8_1	CD8_2	CD8_3	CD8_4	CD8_5	CD8_6	DC1	DC2	DC3	DC4	E1	E2	E3	M1	M10	M11	M12	M13	M2	M3	M4	M5	M6	M7	M8	M9	Mo1	Mo2	Mo3	Mo4	Mo5	Mo6	Mo7	Mo8	N1	N2	N3	N4	N5	N6	N7	NK1	NK2	NKT	S	T1	T10	T11	T12	T2	T3	T4	T5	T6	T7	T8	T9	Treg1	Treg2
CD8_3	0	0	2	0	0	0	4	3	0	2	24	0	1	1	1	0	0	0	7	5	0	156	0	3	0	0	1	0	0	0	0	22	1	0	75	4	4	1	0	0	0	0	5	0	0	0	0	15	13	15	2	1	1	0	2	28	11	0	0	1	4	9	4	7	15	0	2
CD8_4	0	0	3	0	0	0	3	2	0	0	0	0	0	1	0	0	0	0	6	1	0	14	0	5	0	0	0	2	0	0	0	4	1	0	29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	4	4	0	0	0	2	1	2	4	0	1	2
CD8_5	2	0	22	0	0	10	18	31	3	7	1	0	10	8	3	0	0	0	35	5	0	103	2	31	0	0	3	2	0	0	2	36	2	0	320	13	0	2	5	1	2	0	2	1	0	0	0	14	5	38	0	4	0	1	0	12	53	0	1	11	27	7	14	13	0	6	8
CD8_6	1	0	26	0	0	7	22	21	0	7	1	1	8	6	4	0	1	0	25	15	0	138	3	17	0	0	5	10	1	0	1	95	5	0	238	13	3	5	3	0	0	0	14	0	0	0	0	23	16	47	0	5	1	0	4	24	57	0	0	1	16	6	9	22	0	1	12
DC1	8	0	12	0	0	2	16	8	1	3	1	0	3	4	24	0	1	0	14	13	0	57	22	20	1	0	11	49	0	0	0	81	4	0	58	13	0	8	2	0	0	2	4	0	0	0	3	21	7	23	0	3	0	2	2	9	56	0	0	0	9	4	15	35	0	5	5
DC2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0
DC3	0	0	4	0	0	1	5	1	0	0	0	0	0	1	1	0	6	0	4	3	0	33	1	2	0	0	3	4	0	0	1	14	0	0	19	2	0	1	2	0	0	0	2	1	0	0	0	11	2	4	0	0	0	1	1	10	35	0	0	2	9	4	4	5	0	1	3
DC4	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	4	0	2	0	0	0	0	0	0	0	3	1	0	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
E1	18	0	141	0	0	40	136	77	11	37	7	6	35	25	14	0	4	0	1220	191	3	945	27	179	2	0	48	127	1	1	5	614	27	0	2613	179	11	75	81	7	1	6	47	7	0	0	7	136	106	288	1	20	2	2	10	102	535	1	5	30	158	134	81	110	1	19	53
E2	23	0	149	0	4	16	175	57	26	35	5	1	5	15	13	0	3	2	191	1634	21	684	71	146	0	0	93	146	0	0	3	633	28	1	1067	214	31	63	12	1	3	1	152	11	0	0	21	393	137	267	0	17	0	7	22	58	470	2	0	4	157	53	253	106	1	6	48
E3	0	0	1	0	0	0	8	4	1	0	0	0	0	0	0	0	0	0	3	21	2	9	1	1	0	0	3	0	0	0	0	5	0	0	23	1	0	0	0	0	0	1	1	0	0	0	2	3	1	7	0	0	0	1	0	2	5	0	0	0	3	1	6	1	0	0	1
M1	70	1	758	2	3	169	910	560	72	175	156	14	103	138	57	3	33	4	945	684	9	65118	128	2897	9	7	732	117	15	8	797	4389	128	31	16350	409	187	93	132	5	3	2	806	492	1	19	71	1885	3686	1744	3	112	30	19	630	7871	7572	4	124	1405	2667	7078	655	1604	129	171	290
M10	4	0	37	0	0	0	23	6	2	3	0	0	2	3	22	0	1	0	27	71	1	128	36	29	0	0	28	153	0	1	1	254	10	0	114	31	1	45	5	2	1	5	15	1	0	0	4	65	10	56	1	2	1	1	7	22	165	0	0	1	24	7	47	99	0	0	12
M11	14	0	109	1	0	41	124	273	14	29	3	5	31	17	20	0	2	2	179	146	1	2897	29	984	8	2	76	63	0	0	16	597	24	0	2385	87	20	22	46	4	0	10	44	8	0	3	6	111	130	209	1	15	2	9	36	475	993	3	27	236	669	272	143	156	6	22	39
M12	1	0	3	0	0	2	2	1	1	0	0	0	0	0	1	0	0	0	2	0	0	9	0	8	0	0	1	1	0	0	0	25	0	0	27	6	0	0	0	0	0	0	3	0	0	0	0	3	2	6	0	0	0	1	0	2	5	1	0	0	3	1	1	7	0	0	0
M13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0
M2	6	0	56	0	0	7	69	20	5	12	1	0	3	5	11	0	3	0	48	93	3	732	28	76	1	0	156	90	1	2	9	462	16	0	501	39	16	31	10	5	2	1	61	11	0	2	15	267	133	123	1	6	1	4	38	200	386	2	1	18	48	59	82	166	3	4	20
M3	19	0	101	0	7	6	80	30	10	23	0	2	2	10	49	0	4	0	127	146	0	117	153	63	1	0	90	1174	0	3	1	1583	40	0	271	118	3	122	32	22	5	9	68	0	0	0	29	184	22	118	0	4	1	0	10	25	939	4	0	0	34	1	148	553	0	1	25
M4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	15	0	0	0	0	1	0	0	0	1	11	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	8	1	0	0	0	2	3	0	0	0	8	0	0	0	5	0	0	0	0	0	0	4	0	0	0	4	6	0	1	0	0	0	0	2	1	4	0	0	0	2	0	0	4	0	0	0
M6	1	0	9	0	0	1	7	5	1	7	0	0	2	1	0	0	1	0	5	3	0	797	1	16	0	0	9	1	1	0	126	180	2	0	164	7	0	1	3	0	0	0	6	6	0	1	0	41	52	15	0	0	0	0	5	161	133	0	0	17	15	141	5	107	2	1	1
M7	56	4	644	13	1	89	647	215	36	103	22	4	36	95	81	6	14	3	614	633	5	4389	254	597	25	0	462	1583	11	8	180	14522	442	2	7383	783	162	304	1144	108	21	23	655	47	1	30	277	1714	838	1105	4	81	5	6	201	605	4170	26	10	43	381	239	625	3312	17	58	250
M8	7	1	46	0	0	6	40	10	4	2	1	1	2	5	4	0	0	1	27	28	0	128	10	24	0	0	16	40	0	0	2	442	38	0	286	46	4	7	11	3	0	1	17	3	0	1	5	68	30	68	0	4	1	0	8	21	92	1	0	3	10	6	28	98	1	1	12
M9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	31	0	0	0	0	0	0	0	0	0	2	0	2	5	0	0	0	0	0	0	0	1	1	0	0	0	14	16	2	0	0	0	0	3	5	6	0	0	2	2	7	0	1	0	0	0
Mo1	149	0	1538	5	6	350	1509	1285	108	304	75	29	320	238	58	1	19	5	2613	1067	23	16350	114	2385	27	1	501	271	6	0	164	7383	286	5	40310	1718	303	188	1300	31	17	9	716	170	2	16	71	1673	1619	3177	7	282	17	15	207	1942	4078	8	74	213	1336	1404	651	1394	34	295	519
Mo2	5	2	112	0	0	21	96	46	7	26	4	1	13	13	13	0	2	0	179	214	1	409	31	87	6	0	39	118	2	5	7	783	46	0	1718	382	21	57	91	15	4	2	72	6	0	0	15	257	94	256	0	14	1	1	25	76	388	1	4	2	54	30	79	164	1	17	46
Mo3	3	0	40	1	0	1	42	3	4	4	4	0	0	3	0	1	0	1	11	31	0	187	1	20	0	0	16	3	0	0	0	162	4	0	303	21	54	4	2	0	0	0	65	6	0	0	16	175	152	51	0	5	0	1	17	18	63	0	0	4	13	7	16	31	6	1	9
Mo4	1	1	43	0	0	4	37	7	5	6	1	0	2	5	8	0	1	0	75	63	0	93	45	22	0	0	31	122	0	0	1	304	7	0	188	57	4	52	14	5	2	2	30	0	0	0	9	94	22	71	0	8	0	1	13	19	207	0	1	1	21	11	40	111	0	2	12
Mo5	4	0	14	0	0	3	14	21	1	10	0	0	5	3	2	0	2	0	81	12	0	132	5	46	0	0	10	32	0	0	3	1144	11	0	1300	91	2	14	5122	8	0	0	15	5	0	1	2	37	14	41	1	6	0	0	4	132	574	0	3	1	43	2	13	266	0	5	3
Mo6	0	0	2	0	2	0	4	1	0	1	0	0	1	0	0	0	0	0	7	1	0	5	2	4	0	0	5	22	0	0	0	108	3	0	31	15	0	5	8	10	1	0	3	0	0	0	2	10	2	8	0	0	0	0	1	4	71	0	1	0	4	0	2	26	0	0	1
Mo7	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	3	0	3	1	0	0	0	2	5	0	0	0	21	0	0	17	4	0	2	0	1	2	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	18	0	0	0	3	0	3	5	0	0	2
Mo8	0	0	1	1	0	0	4	1	0	0	0	0	0	0	2	0	0	0	6	1	1	2	5	10	0	0	1	9	0	0	0	23	1	0	9	2	0	2	0	0	0	0	2	0	0	0	0	6	1	0	0	0	0	0	0	2	17	0	0	0	2	0	8	5	0	1	3
N1	8	4	78	0	0	3	99	7	7	16	5	0	2	14	4	0	2	0	47	152	1	806	15	44	3	0	61	68	0	4	6	655	17	1	716	72	65	30	15	3	1	2	996	73	8	14	85	1639	902	142	0	7	2	2	332	249	470	2	0	35	64	119	41	262	2	8	28
N2	0	0	9	0	0	0	12	4	1	1	0	0	1	0	0	0	1	1	7	11	0	492	1	8	0	0	11	0	0	0	6	47	3	1	170	6	6	0	5	0	0	0	73	50	0	2	1	94	227	24	0	0	2	0	43	114	70	0	1	8	19	83	1	14	1	0	3
N3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	8	0	0	1	0	29	5	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0
N4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	3	0	0	2	0	0	0	1	30	1	0	16	0	0	0	1	0	0	0	14	2	1	4	5	43	38	2	0	0	0	0	9	11	7	0	0	1	0	2	0	9	0	0	1
N5	2	1	14	0	0	0	13	2	3	2	0	0	0	0	3	0	0	0	7	21	2	71	4	6	0	0	15	29	0	4	0	277	5	0	71	15	16	9	2	2	1	0	85	1	0	5	52	316	121	27	0	2	0	1	27	11	50	0	0	0	4	5	14	81	0	2	4
N6	21	3	255	2	1	15	218	52	29	29	15	0	14	23	21	0	11	0	136	393	3	1885	65	111	3	0	267	184	3	6	41	1714	68	14	1673	257	175	94	37	10	2	6	1639	94	29	43	316	8680	3318	398	1	23	5	2	1086	829	1437	7	2	29	167	301	136	751	5	11	68
N7	10	0	120	0	0	14	128	34	10	25	13	0	5	16	7	0	2	0	106	137	1	3686	10	130	2	0	133	22	1	0	52	838	30	16	1619	94	152	22	14	2	1	1	902	227	5	38	121	3318	3474	228	0	16	0	1	785	1001	934	1	5	101	183	612	55	321	15	15	41
NK1	17	0	258	1	2	60	270	123	20	59	15	10	38	47	23	0	4	0	288	267	7	1744	56	209	6	0	123	118	1	1	15	1105	68	2	3177	256	51	71	41	8	0	0	142	24	0	2	27	398	228	916	1	63	3	3	43	282	528	7	3	28	157	129	145	349	7	34	114
NK2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	3	1	1	0	0	1	0	0	0	0	4	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	6	0	0	0	2	2	1	3	0	0	0
NKT	0	0	20	0	0	8	25	19	1	5	1	1	4	5	3	1	0	0	20	17	0	112	2	15	0	0	6	4	0	0	0	81	4	0	282	14	5	8	6	0	0	0	7	0	0	0	2	23	16	63	0	16	0	0	3	19	33	0	0	0	13	14	11	18	1	2	16
S	0	0	3	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	2	0	0	30	1	2	0	0	1	1	0	0	0	5	1	0	17	1	0	0	0	0	0	0	2	2	0	0	0	5	0	3	0	0	2	0	1	5	6	0	0	3	1	3	0	0	1	0	0
T1	0	0	0	0	0	0	4	5	0	0	0	0	1	0	2	1	1	0	2	7	1	19	1	9	1	0	4	0	0	0	0	6	0	0	15	1	1	1	0	0	0	0	2	0	0	0	1	2	1	3	0	0	0	0	0	1	19	0	0	1	6	6	11	0	0	1	0
T10	0	0	29	0	0	3	19	5	4	5	2	0	0	4	2	0	1	0	10	22	0	630	7	36	0	1	38	10	0	2	5	201	8	3	207	25	17	13	4	1	0	0	332	43	1	9	27	1086	785	43	0	3	1	0	400	340	697	0	0	52	139	110	15	94	1	4	8
T11	16	0	130	0	1	21	113	63	10	36	28	4	12	24	9	1	10	0	102	58	2	7871	22	475	2	0	200	25	0	1	161	605	21	5	1942	76	18	19	132	4	0	2	249	114	1	11	11	829	1001	282	1	19	5	1	340	3584	4565	1	20	707	1312	1622	74	473	32	13	37
T12	35	0	301	0	1	59	331	239	28	98	11	4	53	57	56	1	35	1	535	470	5	7572	165	993	5	1	386	939	0	4	133	4170	92	6	4078	388	63	207	574	71	18	17	470	70	1	7	50	1437	934	528	6	33	6	19	697	4565	19952	14	42	1457	5171	1552	543	1864	16	27	100
T2	0	0	1	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	1	2	0	4	0	3	1	0	2	4	0	0	0	26	1	0	8	1	0	0	0	0	0	0	2	0	0	0	0	7	1	7	0	0	0	0	0	1	14	2	0	0	3	1	3	14	0	1	1
T3	0	0	2	0	0	0	1	5	0	1	0	0	1	0	0	0	0	0	5	0	0	124	0	27	0	0	1	0	0	0	0	10	0	0	74	4	0	1	3	1	0	0	0	1	0	0	0	2	5	3	0	0	0	0	0	20	42	0	0	20	37	17	3	3	0	0	3
T4	0	0	10	0	0	4	17	16	1	3	1	0	11	1	0	0	2	0	30	4	0	1405	1	236	0	0	18	0	0	0	17	43	3	2	213	2	4	1	1	0	0	0	35	8	0	1	0	29	101	28	0	0	3	1	52	707	1457	0	20	434	1025	242	10	48	1	2	3
T5	12	0	86	2	0	35	84	139	18	15	4	2	27	16	9	2	9	0	158	157	3	2667	24	669	3	1	48	34	0	2	15	381	10	2	1336	54	13	21	43	4	3	2	64	19	0	0	4	167	183	157	2	13	1	6	139	1312	5171	3	37	1025	4236	442	117	171	1	14	31
T6	5	0	63	3	1	17	54	38	3	15	9	1	7	6	4	0	4	0	134	53	1	7078	7	272	1	1	59	1	0	0	141	239	6	7	1404	30	7	11	2	0	0	0	119	83	0	2	5	301	612	129	2	14	3	6	110	1622	1552	1	17	242	442	2232	84	206	12	12	21
T7	11	1	76	0	0	18	101	36	13	14	4	2	14	9	15	0	4	0	81	253	6	655	47	143	1	1	82	148	0	0	5	625	28	0	651	79	16	40	13	2	3	8	41	1	0	0	14	136	55	145	1	11	0	11	15	74	543	3	3	10	117	84	204	155	1	9	18
T8	9	0	176	4	0	20	170	70	14	32	7	4	13	22	35	0	5	0	110	106	1	1604	99	156	7	0	166	553	2	4	107	3312	98	1	1394	164	31	111	266	26	5	5	262	14	2	9	81	751	321	349	3	18	0	0	94	473	1864	14	3	48	171	206	155	1488	6	13	58
T9	0	0	5	0	0	0	2	2	0	1	15	0	0	0	0	0	0	0	1	1	0	129	0	6	0	0	3	0	0	0	2	17	1	0	34	1	6	0	0	0	0	0	2	1	0	0	0	5	15	7	0	1	1	0	1	32	16	0	0	1	1	12	1	6	14	0	1
Treg1	2	0	28	0	0	7	8	23	3	2	0	1	6	1	5	0	1	0	19	6	0	171	0	22	0	0	4	1	0	0	1	58	1	0	295	17	1	2	5	0	0	1	8	0	0	0	2	11	15	34	0	2	0	1	4	13	27	1	0	2	14	12	9	13	0	12	15
Treg2	6	0	76	0	0	9	48	30	6	14	2	2	8	12	5	0	3	0	53	48	1	290	12	39	0	0	20	25	0	0	1	250	12	0	519	46	9	12	3	1	2	3	28	3	0	1	4	68	41	114	0	16	0	0	8	37	100	1	3	3	31	21	18	58	1	15	50
