B1	B2	CD4_1	CD4_2	CD4_3	CD4_4	CD45_1	CD45_2	CD8_1	CD8_2	CD8_3	CD8_4	CD8_5	CD8_6	DC1	DC2	DC3	DC4	E1	E2	E3	M1	M10	M11	M12	M13	M2	M3	M4	M5	M6	M7	M8	M9	Mo1	Mo2	Mo3	Mo4	Mo5	Mo6	Mo7	Mo8	N1	N2	N3	N4	N5	N6	N7	NK1	NK2	NKT	S	T1	T10	T11	T12	T2	T3	T4	T5	T6	T7	T8	T9	Treg1	Treg2
Mo1	1013	16	5081	5	5	1552	3316	2359	559	2175	458	212	1660	1210	139	16	34	17	6412	1433	35	49205	148	4820	63	5	1515	78	110	4	500	19947	709	45	111786	4249	1801	241	1013	25	76	11	2869	500	4	37	207	8332	9195	5004	70	890	28	48	442	2050	7693	12	125	59	975	3497	4545	2201	82	1010	1469
Mo2	73	2	309	1	1	60	197	78	33	127	18	10	62	63	8	0	0	0	359	136	1	1560	13	168	4	0	77	6	6	0	23	1262	56	0	4249	632	55	38	58	5	3	0	212	13	0	2	27	747	404	365	4	44	2	2	29	99	454	0	6	1	46	119	177	149	1	32	78
Mo3	18	0	98	0	0	6	87	20	6	48	7	2	11	37	4	0	0	0	78	40	0	1069	2	26	2	0	22	0	4	0	7	453	25	4	1801	55	546	2	6	0	1	0	278	53	0	5	23	927	1516	118	1	29	1	0	80	40	112	0	1	1	5	40	62	74	3	13	49
Mo4	4	0	27	0	1	8	19	10	1	9	0	0	8	2	3	0	0	0	21	4	1	100	2	19	1	0	5	4	0	0	0	163	3	0	241	38	2	18	9	0	0	0	7	0	0	0	0	28	8	28	4	8	0	1	0	9	52	0	1	0	6	8	18	9	0	4	7
Mo5	7	0	41	0	0	11	20	21	4	15	3	1	7	11	1	0	0	0	44	6	0	217	3	34	0	0	17	2	0	0	5	542	11	0	1013	58	6	9	154	2	4	0	23	1	0	0	6	57	38	44	0	6	0	1	7	24	160	1	1	1	8	5	46	36	1	4	19
Mo6	0	0	2	0	0	0	5	2	0	3	1	0	0	0	0	0	0	0	9	0	0	11	1	0	0	0	1	0	0	0	0	39	0	0	25	5	0	0	2	0	0	0	1	0	0	0	3	11	7	5	0	1	0	0	0	0	11	0	0	0	1	2	3	3	0	0	1
Mo7	0	0	2	0	0	0	2	3	1	1	1	0	0	2	0	0	0	0	12	1	0	25	2	6	0	0	4	0	0	0	0	67	1	0	76	3	1	0	4	0	0	0	3	0	0	0	0	4	2	2	0	2	0	0	0	2	14	0	0	0	0	1	8	3	0	0	0
Mo8	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	1	0	0	0	0	9	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	1	1	0	0	0	1
N1	27	0	180	0	0	9	128	21	19	83	11	2	17	43	1	2	1	0	218	96	0	1671	3	52	3	0	57	3	11	0	12	914	43	5	2869	212	278	7	23	1	3	0	640	95	0	4	24	969	1182	219	1	40	1	3	69	81	234	0	2	0	19	100	135	163	0	13	57
N2	3	0	24	1	0	3	26	7	0	17	5	0	0	8	0	0	0	0	24	7	0	488	1	15	0	0	9	0	2	0	0	133	7	2	500	13	53	0	1	0	0	0	95	32	0	0	1	79	183	20	0	7	0	0	7	12	35	0	0	0	2	38	13	21	2	3	6
N3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
N4	0	0	4	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	3	0	0	44	0	0	0	0	0	0	1	0	0	30	0	1	37	2	5	0	0	0	0	0	4	0	0	0	0	8	17	2	0	0	0	0	1	2	1	0	0	0	0	2	2	4	0	0	0
N5	2	0	19	0	0	0	20	2	1	7	1	0	2	3	0	0	0	0	16	4	0	146	1	4	0	0	5	2	0	0	1	264	12	1	207	27	23	0	6	3	0	0	24	1	0	0	28	137	109	31	0	5	0	0	3	6	22	0	0	0	0	5	18	31	0	3	3
N6	107	3	622	2	3	58	415	81	55	253	33	2	67	199	23	7	2	5	649	315	0	4733	16	154	4	0	189	22	47	1	45	3002	178	11	8332	747	927	28	57	11	4	0	969	79	0	8	137	4414	3837	768	6	136	6	8	273	248	762	2	5	3	50	246	381	437	9	50	165
N7	58	0	550	2	0	43	354	91	44	220	37	4	55	189	17	4	0	1	532	257	1	6771	13	162	2	1	160	4	56	0	71	2466	105	28	9195	404	1516	8	38	7	2	0	1182	183	1	17	109	3837	6508	626	5	136	10	6	263	286	713	1	3	4	36	420	345	369	12	45	175
NK1	94	1	429	1	4	87	331	148	44	182	35	7	134	117	7	1	5	2	449	101	0	2792	22	258	3	0	135	23	7	1	31	1920	109	5	5004	365	118	28	44	5	2	0	219	20	1	2	31	768	626	738	9	118	3	5	38	136	565	1	2	5	83	165	297	254	12	59	135
NK2	0	0	3	0	0	1	6	3	0	5	11	0	3	0	1	0	0	0	3	0	0	21	0	2	0	0	0	1	0	0	0	16	0	0	70	4	1	4	0	0	0	0	1	0	0	0	0	6	5	9	4	1	0	1	0	1	13	0	1	0	4	1	7	1	1	1	0
NKT	18	1	89	1	1	19	48	37	12	27	1	2	22	33	1	0	1	0	92	12	0	530	2	71	0	0	25	3	2	0	9	324	18	0	890	44	29	8	6	1	2	0	40	7	1	0	5	136	136	118	1	38	0	2	14	26	92	0	0	4	11	28	58	42	1	22	32
S	5	0	6	0	0	1	3	0	1	1	0	0	2	1	0	0	0	0	1	2	0	10	0	0	0	0	0	0	0	0	0	14	1	0	28	2	1	0	0	0	0	0	1	0	0	0	0	6	10	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0
T1	2	0	5	0	0	2	2	2	1	3	1	0	5	1	0	0	0	0	7	3	0	41	1	14	0	0	0	1	1	0	1	31	1	0	48	2	0	1	1	0	0	0	3	0	0	0	0	8	6	5	1	2	0	0	0	0	9	0	0	0	3	3	18	0	0	1	1
T10	6	0	25	0	0	2	16	4	5	16	2	0	2	18	2	0	0	0	31	9	0	333	0	13	0	0	12	0	1	0	3	141	4	0	442	29	80	0	7	0	0	0	69	7	1	1	3	273	263	38	0	14	1	0	22	18	45	0	0	0	3	9	16	24	0	5	10
T11	24	0	143	1	0	31	81	28	15	69	15	7	33	28	4	0	0	0	97	21	1	1854	3	90	0	0	37	6	6	0	26	593	24	2	2050	99	40	9	24	0	2	2	81	12	0	2	6	248	286	136	1	26	0	0	18	114	205	0	4	2	11	226	104	78	0	11	31
T12	132	1	554	1	0	140	333	196	80	280	40	11	200	131	19	1	9	5	652	156	1	5116	37	475	13	0	273	56	13	0	71	4113	101	6	7693	454	112	52	160	11	14	8	234	35	0	1	22	762	713	565	13	92	0	9	45	205	2168	3	9	4	84	471	1096	312	8	66	166
T2	2	0	1	0	0	0	1	0	2	2	1	0	2	0	0	0	0	0	1	2	0	5	0	3	0	0	0	0	0	0	0	10	1	0	12	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0
T3	0	0	2	0	0	8	3	6	0	4	1	0	3	2	0	0	0	0	7	3	0	91	0	13	0	0	2	0	0	0	0	16	1	0	125	6	1	1	1	0	0	0	2	0	0	0	0	5	3	2	1	0	0	0	0	4	9	0	0	0	7	14	9	2	0	1	2
T4	2	0	8	0	0	2	0	3	0	3	0	0	2	1	0	0	0	0	3	0	0	41	0	9	0	0	1	1	0	0	0	22	1	0	59	1	1	0	1	0	0	0	0	0	0	0	0	3	4	5	0	4	0	0	0	2	4	0	0	2	2	4	2	1	0	0	0
T5	18	0	66	0	0	31	37	38	11	43	4	5	35	13	1	0	0	0	53	19	2	463	1	108	2	0	19	2	1	1	3	263	16	0	975	46	5	6	8	1	0	0	19	2	0	0	0	50	36	83	4	11	0	3	3	11	84	0	7	2	60	40	71	13	0	12	15
T6	51	0	226	0	0	51	95	79	20	84	31	8	63	32	11	2	0	0	181	59	1	6803	10	275	2	0	83	10	8	0	82	741	20	3	3497	119	40	8	5	2	1	1	100	38	0	2	5	246	420	165	1	28	0	3	9	226	471	0	14	4	40	1286	299	97	4	41	39
T7	133	1	335	0	0	82	251	161	35	137	23	4	124	86	11	0	1	2	434	160	1	3573	20	465	20	0	249	22	4	0	35	2705	84	0	4545	177	62	18	46	3	8	1	135	13	0	2	18	381	345	297	7	58	0	18	16	104	1096	3	9	2	71	299	1594	244	0	53	106
T8	80	2	192	2	0	35	185	54	13	112	7	4	45	64	8	2	0	1	117	33	0	1855	7	143	7	0	94	9	13	3	37	2241	118	2	2201	149	74	9	36	3	3	0	163	21	0	4	31	437	369	254	1	42	2	0	24	78	312	0	2	1	13	97	244	176	3	26	73
T9	0	0	2	0	0	0	2	0	0	0	11	0	2	0	1	0	0	0	4	1	0	63	0	4	0	0	1	0	1	0	2	27	0	0	82	1	3	0	1	0	0	0	0	2	0	0	0	9	12	12	1	1	0	0	0	0	8	0	0	0	0	4	0	3	0	0	1
Treg1	14	1	92	0	0	23	34	49	9	25	1	9	36	18	2	0	0	0	59	12	0	581	2	67	2	0	9	2	3	0	2	224	17	0	1010	32	13	4	4	0	0	0	13	3	0	0	3	50	45	59	1	22	1	1	5	11	66	0	1	0	12	41	53	26	0	42	28
Treg2	55	0	153	0	0	32	93	36	14	44	3	5	32	30	3	0	0	1	136	37	1	790	0	113	2	0	35	2	1	0	8	634	42	1	1469	78	49	7	19	1	0	1	57	6	0	0	3	165	175	135	0	32	0	1	10	31	166	0	2	0	15	39	106	73	1	28	90
