B1	B2	CD4_1	CD4_2	CD4_3	CD4_4	CD45_1	CD45_2	CD8_1	CD8_2	CD8_3	CD8_4	CD8_5	CD8_6	DC1	DC2	DC3	DC4	E1	E2	E3	M1	M10	M11	M12	M13	M2	M3	M4	M5	M6	M7	M8	M9	Mo1	Mo2	Mo3	Mo4	Mo5	Mo6	Mo7	Mo8	N1	N2	N3	N4	N5	N6	N7	NK1	NK2	NKT	S	T1	T10	T11	T12	T2	T3	T4	T5	T6	T7	T8	T9	Treg1	Treg2
T12	51	1	186	0	6	10	310	85	17	73	7	0	21	43	45	2	21	0	701	305	3	3848	137	253	2	16	160	234	5	0	41	4513	73	3	4298	848	69	204	542	14	17	17	245	43	0	4	46	738	708	648	0	35	51	7	206	1514	7408	4	10	200	602	564	668	1712	12	20	62
T2	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	14	0	0	4	3	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	4	0	0	0	2	0	2	6	0	0	0
T3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	30	1	2	0	0	1	0	0	0	0	3	0	0	15	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	6	10	0	0	0	4	2	3	1	0	0	0
T4	1	0	3	0	0	0	4	5	0	2	1	0	1	0	0	0	0	0	9	1	0	173	1	30	0	0	2	0	0	0	0	25	1	0	110	3	5	0	3	0	0	0	4	0	0	0	1	5	23	21	0	1	0	1	7	69	200	0	0	40	79	35	7	9	0	0	1
T5	1	0	21	0	0	4	24	18	3	4	0	0	4	5	3	1	2	0	69	21	0	400	1	67	0	0	10	4	0	0	5	176	1	0	386	47	4	8	16	0	1	0	14	2	0	0	0	19	45	65	0	3	6	2	26	261	602	2	4	79	210	39	35	81	1	2	8
T6	8	0	20	1	0	1	26	6	2	15	4	1	5	3	1	2	0	0	93	16	0	3560	6	45	0	3	55	1	1	0	55	230	6	1	770	49	3	7	2	1	0	0	46	36	0	0	1	139	359	97	0	9	13	0	64	538	564	0	2	35	39	672	120	56	0	3	10
T7	8	0	44	0	0	2	111	35	4	22	1	0	4	14	13	0	0	1	218	128	1	849	25	137	0	13	85	32	2	0	3	817	28	0	1289	143	22	31	29	1	3	5	44	9	0	0	9	138	105	123	0	8	7	5	22	84	668	2	3	7	35	120	852	180	0	4	16
T8	12	4	73	0	0	2	173	23	5	51	10	0	6	21	28	4	2	2	189	71	0	1758	46	46	0	5	98	121	27	0	61	4545	135	0	1926	401	51	97	297	8	15	7	143	14	0	4	68	394	203	365	0	30	14	1	46	300	1712	6	1	9	81	56	180	2024	4	7	39
T9	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	2	0	0	17	0	0	0	0	0	0	0	0	0	10	0	0	19	2	1	0	0	0	0	0	2	0	0	0	1	6	3	5	0	0	1	0	4	2	12	0	0	0	1	0	0	4	2	0	1
Treg1	1	0	8	0	0	0	5	2	1	0	0	0	3	1	1	0	0	0	14	4	0	82	0	7	0	1	2	1	0	0	0	21	0	0	122	5	7	1	3	0	0	0	3	1	0	0	0	9	1	25	0	3	1	0	2	5	20	0	0	0	2	3	4	7	0	8	11
Treg2	4	0	31	0	2	1	27	6	5	9	0	1	5	3	1	0	0	0	52	14	0	176	4	15	0	1	6	3	0	0	1	121	10	0	361	47	16	11	9	0	0	0	24	1	0	0	6	52	22	79	0	13	2	0	4	20	62	0	0	1	8	10	16	39	1	11	24
