B1	B2	CD4_1	CD4_2	CD4_3	CD4_4	CD45_1	CD45_2	CD8_1	CD8_2	CD8_3	CD8_4	CD8_5	CD8_6	DC1	DC2	DC3	DC4	E1	E2	E3	M1	M10	M11	M12	M13	M2	M3	M4	M5	M6	M7	M8	M9	Mo1	Mo2	Mo3	Mo4	Mo5	Mo6	Mo7	Mo8	N1	N2	N3	N4	N5	N6	N7	NK1	NK2	NKT	S	T1	T10	T11	T12	T2	T3	T4	T5	T6	T7	T8	T9	Treg1	Treg2
M13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	1	0	0	0
M2	16	0	78	0	3	13	79	60	4	61	5	1	36	31	31	0	3	0	176	226	5	2799	64	1307	9	0	1120	92	0	28	2	1378	31	4	718	83	11	27	8	7	2	3	55	7	0	1	20	283	183	123	0	11	1	8	56	430	1718	14	9	201	1097	49	158	279	4	54	47
M3	9	0	84	0	1	5	51	47	8	28	5	2	19	8	38	1	6	0	242	468	5	124	168	71	6	0	92	774	0	0	0	1612	45	0	199	106	3	119	10	30	7	14	95	2	0	1	30	419	24	65	3	7	0	3	29	21	945	6	0	1	91	7	132	532	1	22	36
M4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	1	0	0	0	0	0	0	0	3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	4	3	6	0	0	0	0	0	0	0	0	0	0
M5	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	5	0	23	0	0	28	0	0	8	0	49	0	0	2	2	0	0	0	1	0	0	0	0	0	0	1	10	0	1	0	0	0	0	2	8	44	0	0	3	18	0	0	12	0	0	1
M6	0	0	0	0	0	0	3	1	0	1	1	0	0	0	1	0	0	0	6	2	0	676	0	26	0	0	2	0	0	0	26	115	0	0	55	1	0	0	0	0	0	0	6	8	0	1	0	17	44	3	0	0	0	0	14	184	128	0	3	39	48	26	1	57	0	1	0
M7	73	5	714	14	5	86	631	322	43	198	52	6	114	170	146	4	29	3	1643	2136	43	11112	416	1659	60	2	1378	1612	3	49	115	21662	718	2	4500	695	145	403	136	291	14	10	540	43	0	16	476	2468	916	784	12	59	5	31	359	1662	8138	48	25	480	1703	255	1090	5030	40	200	406
M8	6	1	68	1	0	5	73	15	4	11	3	0	10	16	13	0	1	0	60	104	0	145	17	37	1	0	31	45	0	0	0	718	94	0	226	35	8	21	9	8	1	1	18	0	0	0	10	82	27	57	1	10	0	2	10	21	179	0	0	0	22	1	46	135	0	13	30
M9	0	0	1	0	0	0	1	2	0	2	2	0	0	0	0	0	0	0	1	2	0	93	0	11	0	0	4	0	0	0	0	2	0	0	6	0	1	0	0	0	0	0	3	1	0	0	0	10	32	0	0	0	0	0	7	13	26	0	0	9	17	2	0	0	1	1	0
Mo1	50	3	628	5	4	101	597	314	39	142	32	8	99	146	57	2	12	2	1941	1470	39	14430	147	1597	5	0	718	199	8	2	55	4500	226	6	10968	505	196	152	99	40	13	4	304	54	0	7	90	1358	1142	805	5	65	7	27	241	1311	3542	8	49	356	1144	651	575	838	19	190	258
Mo2	6	0	93	3	3	12	65	35	3	25	9	2	14	12	20	0	8	2	289	241	8	368	54	81	2	0	83	106	0	2	1	695	35	0	505	220	16	97	8	40	0	3	53	2	0	0	17	344	69	86	2	3	0	2	36	49	510	2	3	10	69	9	43	198	2	25	43
Mo3	3	0	28	0	0	2	17	3	2	1	1	0	1	7	0	0	0	2	20	69	1	158	2	13	0	0	11	3	0	0	0	145	8	1	196	16	58	5	0	1	0	0	33	4	0	3	13	162	164	29	0	3	0	1	38	19	62	0	0	5	10	5	11	20	1	4	7
Mo4	6	0	46	1	0	6	34	27	3	20	3	0	12	4	17	0	3	0	182	101	2	63	81	41	0	0	27	119	0	0	0	403	21	0	152	97	5	152	11	7	5	3	58	0	0	0	13	245	19	54	1	2	0	0	27	19	320	2	3	1	47	1	34	150	0	9	24
Mo5	0	0	3	0	0	2	5	1	0	4	0	0	1	0	0	0	0	0	36	28	0	44	3	9	2	0	8	10	0	0	0	136	9	0	99	8	0	11	6	5	1	0	6	0	0	0	3	8	7	10	0	0	0	0	0	16	49	1	0	1	6	2	8	25	0	3	5
Mo6	1	0	7	1	0	0	5	3	1	0	2	0	1	0	2	0	2	0	102	36	0	9	5	8	0	0	7	30	0	1	0	291	8	0	40	40	1	7	5	72	0	0	4	0	0	0	1	20	5	9	0	0	0	0	1	5	197	1	0	0	7	0	17	74	0	3	3
Mo7	0	0	6	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	5	7	0	6	1	0	0	0	2	7	0	0	0	14	1	0	13	0	0	5	1	0	2	0	1	0	0	0	0	7	1	2	0	0	0	0	1	1	5	0	0	0	0	1	3	3	0	0	0
Mo8	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	3	9	1	3	4	3	0	0	3	14	0	0	0	10	1	0	4	3	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	26	0	0	0	2	0	3	8	0	0	2
N1	6	0	50	1	2	2	44	17	5	13	1	0	8	6	9	0	3	1	69	188	4	673	34	62	0	0	55	95	0	0	6	540	18	3	304	53	33	58	6	4	1	0	492	37	0	3	49	1079	524	69	0	5	1	0	267	165	354	1	2	27	82	18	27	152	3	6	33
N2	0	0	2	0	0	0	5	4	0	0	0	0	3	2	0	0	1	0	7	4	0	385	0	17	0	0	7	2	0	0	8	43	0	1	54	2	4	0	0	0	0	0	37	24	0	0	1	36	102	3	0	0	0	0	35	68	88	0	1	16	21	10	1	10	0	0	1
N3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
N4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	1	0	0	1	1	0	0	1	16	0	0	7	0	3	0	0	0	0	0	3	0	0	2	0	3	26	1	0	0	0	0	4	5	8	0	0	3	4	3	0	3	0	0	0
N5	3	0	21	0	0	3	23	3	0	2	0	0	0	2	3	0	1	0	17	61	0	56	15	16	1	0	20	30	0	1	0	476	10	0	90	17	13	13	3	1	0	0	49	1	0	0	74	287	71	21	0	2	1	0	24	6	81	1	1	2	9	2	29	103	1	5	10
N6	26	1	284	0	6	41	255	79	21	67	23	5	20	42	65	1	29	0	456	869	22	2505	265	257	6	2	283	419	1	10	17	2468	82	10	1358	344	162	245	8	20	7	1	1079	36	0	3	287	6088	1937	407	0	22	4	8	979	578	1702	7	8	130	333	97	156	636	12	64	182
N7	6	0	69	0	0	13	97	40	7	26	17	0	7	28	12	0	8	1	175	254	5	6178	19	468	0	0	183	24	2	0	44	916	27	32	1142	69	164	19	7	5	1	0	524	102	0	26	71	1937	3826	104	0	6	1	3	1086	1389	1594	1	22	311	690	258	59	250	8	26	31
NK1	22	1	131	3	2	24	148	50	11	49	2	2	18	22	19	2	8	1	175	241	8	700	58	151	2	0	123	65	0	1	3	784	57	0	805	86	29	54	10	9	2	1	69	3	0	1	21	407	104	280	0	18	1	8	49	80	434	0	2	12	117	27	67	212	3	37	74
NK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	6	0	0	0	0	0	3	0	0	0	12	1	0	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	5	0	0	0	0	0	0	1	1	3	0
NKT	4	0	16	0	0	1	17	4	1	6	0	0	0	7	4	0	0	0	11	26	0	36	5	12	0	0	11	7	0	0	0	59	10	0	65	3	3	2	0	0	0	0	5	0	0	0	2	22	6	18	0	4	0	0	2	6	23	1	0	1	6	2	10	22	0	3	5
S	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	4	0	20	0	0	0	1	1	0	0	0	0	5	0	0	7	0	0	0	0	0	0	0	1	0	0	0	1	4	1	1	1	0	2	0	0	3	3	0	0	3	2	0	1	1	4	1	2
T1	0	0	4	0	0	2	3	2	0	3	0	0	0	1	0	0	0	0	8	17	0	50	1	26	1	0	8	3	0	0	0	31	2	0	27	2	1	0	0	0	0	0	0	0	0	0	0	8	3	8	1	0	0	0	2	1	30	0	2	5	8	3	11	5	0	1	2
T10	3	0	35	0	0	4	31	10	1	9	4	0	4	7	5	0	2	0	41	53	1	1356	22	128	1	0	56	29	4	2	14	359	10	7	241	36	38	27	0	1	1	0	267	35	0	4	24	979	1086	49	0	2	0	2	612	461	619	3	5	94	305	34	26	101	4	8	22
T11	5	0	55	0	1	12	74	93	2	28	30	1	35	31	7	0	2	0	265	82	2	14789	14	1629	3	0	430	21	3	8	184	1662	21	13	1311	49	19	19	16	5	1	0	165	68	1	5	6	578	1389	80	1	6	3	1	461	4724	4837	6	45	1147	2135	676	95	610	25	36	30
T12	53	3	419	8	1	73	309	339	19	163	25	1	150	84	117	5	25	1	2010	1351	34	22094	272	4350	34	6	1718	945	6	44	128	8138	179	26	3542	510	62	320	49	197	5	26	354	88	0	8	81	1702	1594	434	5	23	3	30	619	4837	13082	28	76	1519	4161	818	798	2187	25	139	215
T2	0	0	1	0	0	0	1	4	0	1	0	0	1	0	2	0	0	0	2	7	0	28	2	24	3	0	14	6	0	0	0	48	0	0	8	2	0	2	1	1	0	0	1	0	0	0	1	7	1	0	0	1	0	0	3	6	28	0	0	4	35	1	3	19	0	1	2
T3	0	0	1	0	0	0	2	5	0	2	0	0	3	0	0	0	0	0	20	15	0	361	0	68	0	0	9	0	0	0	3	25	0	0	49	3	0	3	0	0	0	0	2	1	0	0	1	8	22	2	0	0	0	2	5	45	76	0	2	32	82	17	8	3	1	0	1
T4	0	0	19	0	0	6	16	39	1	12	3	0	15	10	1	0	0	0	114	19	0	5402	0	989	2	0	201	1	0	3	39	480	0	9	356	10	5	1	1	0	0	0	27	16	0	3	2	130	311	12	0	1	3	5	94	1147	1519	4	32	726	1504	179	33	131	11	13	5
T5	5	1	108	2	1	24	78	189	2	77	16	2	75	36	36	1	4	0	372	303	26	11488	55	3747	9	0	1097	91	0	18	48	1703	22	17	1144	69	10	47	6	7	0	2	82	21	0	4	9	333	690	117	0	6	2	8	305	2135	4161	35	82	1504	5488	340	205	426	2	60	64
T6	1	0	21	0	0	4	25	29	0	10	2	1	14	7	3	1	1	0	304	47	2	3887	4	353	1	0	49	7	0	0	26	255	1	2	651	9	5	1	2	0	1	0	18	10	0	3	2	97	258	27	0	2	0	3	34	676	818	1	17	179	340	424	36	74	4	12	3
T7	22	3	65	1	0	18	65	52	3	21	6	1	13	18	14	0	1	0	174	393	6	1045	70	326	5	0	158	132	0	0	1	1090	46	0	575	43	11	34	8	17	3	3	27	1	0	0	29	156	59	67	0	10	1	11	26	95	798	3	8	33	205	36	274	201	2	27	40
T8	21	1	182	6	0	13	159	66	5	57	10	0	27	33	43	1	9	3	305	481	5	2722	154	414	13	1	279	532	0	12	57	5030	135	0	838	198	20	150	25	74	3	8	152	10	0	3	103	636	250	212	1	22	1	5	101	610	2187	19	3	131	426	74	201	1758	8	36	99
T9	1	0	1	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	2	2	0	127	1	8	0	0	4	1	0	0	0	40	0	1	19	2	1	0	0	0	0	0	3	0	0	0	1	12	8	3	1	0	4	0	4	25	25	0	1	11	2	4	2	8	8	1	1
Treg1	5	0	41	1	1	11	20	15	1	16	0	0	4	8	4	1	3	0	28	59	1	368	10	97	0	0	54	22	0	0	1	200	13	1	190	25	4	9	3	3	0	0	6	0	0	0	5	64	26	37	3	3	1	1	8	36	139	1	0	13	60	12	27	36	1	34	25
Treg2	13	1	69	0	0	7	55	21	5	18	2	1	7	9	20	0	5	0	69	88	1	259	27	72	1	0	47	36	0	1	0	406	30	0	258	43	7	24	5	3	0	2	33	1	0	0	10	182	31	74	0	5	2	2	22	30	215	2	1	5	64	3	40	99	1	25	60
