estimate	std_error	zvalue	pvalue	adj_pvalue	symbol
10.5834697873928	1.79471766994854	5.89701096980689	9.54034541662316e-07	1.55785071543409e-05	LYZ
5.62795718171851	0.956803193730742	5.8820426380206	9.99013031451447e-07	1.56645243331587e-05	FASLG
6.27936949480587	1.07024643643621	5.86721831629301	1.04565199740615e-06	1.57652147301236e-05	FPR3
3.73581239697612	0.636058777019492	5.87337606515198	1.02601992821557e-06	1.57652147301236e-05	IFIH1
6.31651906841849	1.0789778315961	5.85416945876883	1.08850641059927e-06	1.61016797341478e-05	CCL8
6.17286190263473	1.06993982742017	5.76935426127529	1.41329385179106e-06	2.05189329593369e-05	IL32
6.14653196845479	1.07696748837022	5.70725860792361	1.71107922383002e-06	2.38275442537517e-05	CD3D
6.91511345922252	1.2112583078807	5.70903284149328	1.70175665196079e-06	2.38275442537517e-05	CTSS
2.96562776948156	0.519989585808737	5.70324454646363	1.73235972253041e-06	2.38275442537517e-05	PSMB10
6.63047523373866	1.16406392066129	5.69597177272877	1.77159270667486e-06	2.39470462419499e-05	KLRB1
4.70203465127305	0.831193784157207	5.65696560885702	1.997680377938e-06	2.65454477339558e-05	CCR5
4.6124167141182	0.825832639185691	5.58517125051663	2.49188085049673e-06	3.25605764464906e-05	ITGA4
7.06674441985444	1.26830711783629	5.57179276255279	2.59665683145796e-06	3.28351444494038e-05	HLA-DRA
4.78567416102852	0.858458941523116	5.57472690835692	2.57330712151734e-06	3.28351444494038e-05	SAMSN1
6.34663792636729	1.1474812844571	5.53092936009847	2.94471931019725e-06	3.66453958602325e-05	C2
5.60824719537527	1.01608125838024	5.51948690040355	3.05027675144268e-06	3.73658902051728e-05	CD274
4.64871822764082	0.843407196646046	5.5118313504168	3.12300048179877e-06	3.76681904266191e-05	TIGIT
5.66152946193168	1.04084954673781	5.43933508899134	3.90346842619058e-06	4.63684734262639e-05	CXCL16
5.73197421578138	1.06245284854698	5.39503868206526	4.47321298543921e-06	5.23432683669305e-05	HLA-DPA1
4.50576668429272	0.842440202403813	5.34847063499106	5.16175121692549e-06	5.95119552069056e-05	SELL
6.69335498919596	1.25338704050742	5.34021397451678	5.29441834046988e-06	6.01568692598317e-05	CD84
4.75056975474519	0.89074285673779	5.33326730471173	5.4086648049488e-06	6.05770458154266e-05	HLA-DPB1
4.7940184263223	0.907310928869378	5.28376576737177	6.29707459301698e-06	6.95338940975396e-05	PIK3CG
4.81966676240476	0.914629172763892	5.26953098143628	6.57846394866102e-06	7.16321629965311e-05	TBX21
4.69319025162094	0.899149815724562	5.21958651333207	7.66847106742146e-06	8.23572783131291e-05	ADAP2
5.81145345619065	1.11603515918631	5.2072315180713	7.96475799090175e-06	8.43833819576618e-05	CSF3R
7.91920026197368	1.52691991208342	5.18638875510388	8.49062600109644e-06	8.87553437981281e-05	C1QB
6.4555324957354	1.25021588242579	5.16353422355326	9.10701796120131e-06	9.24242395361376e-05	CD163
3.23711372300375	0.627300375561998	5.16038862578971	9.19526872936063e-06	9.24242395361376e-05	HLA-A
5.29242474131744	1.0243776450207	5.16647817047052	9.02518779539561e-06	9.24242395361376e-05	TNFRSF1B
5.92057343696679	1.1533508228862	5.13336733237061	9.98924648135411e-06	9.91337878655902e-05	IL10RA
4.76347360790126	0.928703801785017	5.12916346282379	1.0118752805842e-05	9.91637774972514e-05	XCL1/2
6.12050006182003	1.19798300669338	5.10900407403405	1.07633601916578e-05	0.000104178696176046	HCK
6.32804209619835	1.24416508504092	5.08617559862661	1.1542700552041e-05	0.000110359478448782	CCL3
6.08637940604254	1.199022335838	5.07611845428113	1.1903593561529e-05	0.000112438763279985	CMKLR1
5.12971401819548	1.0113382263965	5.07220421843753	1.2047063898199e-05	0.000112439263049858	CXCR4
6.1734690507056	1.22468548411049	5.04086080124441	1.32595956285372e-05	0.00012230027026792	IDO1
4.88467019225351	0.972159104335498	5.02455839838309	1.39374035805196e-05	0.000127057260547993	IRF5
4.12549362126719	0.826509501563121	4.99146545014296	1.54208788232409e-05	0.000138965160889895	CD3G
5.41435451890974	1.08733026182245	4.97949400381339	1.59952715548676e-05	0.000142503328397911	PDCD1
5.63124096042226	1.13218825923401	4.97376731695852	1.62774961369592e-05	0.000143388280577259	CXCL3
4.97195280184677	1.00117617840332	4.96611176843624	1.66625099725891e-05	0.00014514897576122	PTGER4
6.87807778459126	1.41511415778885	4.86044023143575	2.29973843866861e-05	0.000198131311639142	HLA-DMB
6.11332894628377	1.25967822552766	4.85308773494356	2.35179857734436e-05	0.000200414139634563	SIGLEC1
3.28469084694138	0.678928342748123	4.83805232470605	2.46191976011725e-05	0.000207542483003433	HLA-C
6.26935647456611	1.29759546517989	4.83151848384191	2.51135184619658e-05	0.000209457430576395	C5AR1
6.37368593441756	1.32647137460888	4.80499319956819	2.72232513095505e-05	0.000224663463438817	CXCL11
5.49399238917731	1.14578502734576	4.79495913985216	2.80662703332464e-05	0.000224777559268428	CD4
3.70662566955405	0.772170528977599	4.80026824445352	2.76170530172619e-05	0.000224777559268428	IRF1
4.63181537597497	0.966048994704211	4.79459675582309	2.80971949085535e-05	0.000224777559268428	PDCD1LG2
4.37110294530185	0.913148275532084	4.78684903911672	2.87664842184087e-05	0.000227807309365984	GZMM
5.54522750704267	1.17955948500453	4.70110034935742	3.73135086077438e-05	0.000292537907484712	CSF2RB
5.23790755982208	1.11800544277906	4.68504656542819	3.9172457718465e-05	0.000304071354963134	HLA-DOA
6.64401944422023	1.42696232639763	4.65605806215855	4.27638348557677e-05	0.000328694573793351	C1QA
4.4475164867987	0.961443301333432	4.62587495344802	4.6848779655726e-05	0.000356596536408633	MFNG
4.75944446481252	1.04017758790018	4.57560758871999	5.45230994324174e-05	0.000411020288028993	PIK3R5
5.17183026541858	1.13328830950681	4.56356094211305	5.65391522112845e-05	0.000422159003177591	CLEC7A
7.54645495519942	1.65628193229977	4.55626231744317	5.77961811986691e-05	0.000427473642073175	CXCL9
4.1621920722705	0.920796443120707	4.52020867735354	6.44213357561471e-05	0.000467651178081661	GIMAP6
3.91429447810466	0.865849946689796	4.52075384778768	6.43157899944724e-05	0.000467651178081661	SYK
5.21132374649357	1.15415374118669	4.51527691721152	6.53839198215334e-05	0.000470284340734699	CD38
5.20857973801794	1.15574665717973	4.5066794748323	6.70959735714323e-05	0.000478211302545481	CD79B
4.26113352370571	0.950010296262817	4.48535509611664	7.15353313554922e-05	0.000505258556600954	CD5
2.20910229623081	0.495378166943931	4.45942603780689	7.73243668206397e-05	0.000541270567744478	MYD88
4.78790716172707	1.07578653815789	4.45061077816197	7.93956690725388e-05	0.000550851367724517	HAVCR2
4.4007519783856	0.993599676565409	4.42909964866106	8.46820441456159e-05	0.000582374759738271	SEMA4A
5.71104906494617	1.29553990712803	4.40823862972041	9.01388317484778e-05	0.000614511687746144	CXCL2
4.69619674859437	1.07461221600267	4.37013154946558	0.000101013791845556	0.000668387706153635	CCL4
4.65585533358876	1.0657343285932	4.36868289654761	0.00010145170539832	0.000668387706153635	CD86
5.94371667804423	1.35997980515197	4.37044480773009	0.000100919341509645	0.000668387706153635	FCGR2A
4.88551306725642	1.11653732767156	4.37559313618715	9.93794489125994e-05	0.000668387706153635	IL4I1
4.19880776207238	0.964512184558867	4.35329675383289	0.000106219458901833	0.000688231865942457	CD69
4.50676365569217	1.0350250758898	4.35425552546904	0.00010591603550723	0.000688231865942457	GIMAP4
4.57997855871703	1.05919952665748	4.32399981632363	0.00011591414572963	0.000744890903705165	TNFSF13B
5.08803252099809	1.18452063578135	4.29543594877252	0.000126200759359683	0.000804401588113752	CD300A
5.00836323205673	1.17040919583891	4.27915574301935	0.000132459131043256	0.000837483538208974	TNFSF8
5.89995399296207	1.38295836815451	4.2661833709682	0.000137662986475847	0.000858771768333315	CXCL10
3.7400837698632	0.876859160329886	4.26531869548598	0.000138016891339283	0.000858771768333315	TOX
3.94796917221233	0.930672640477589	4.24205999027367	0.000147878494706807	0.00091288771535541	TYMP
6.30345243238269	1.49300673360009	4.22198526672627	0.000156943023655864	0.000941809922985265	CD14
4.59602247689244	1.08805145921775	4.22408557789789	0.000155969709943311	0.000941809922985265	ITGAM
7.12812910808956	1.68870170131704	4.22107060265897	0.000157368749886568	0.000941809922985265	PLA2G7
4.1537169434262	0.98320559322264	4.22466773181346	0.000155700980246834	0.000941809922985265	TRAT1
2.70646912626838	0.641647763977441	4.21799821991359	0.000158807077373919	0.000943217792887518	CD6
4.83742498954813	1.15399546961017	4.19189253072394	0.000171559447738033	0.00101129779719261	FCGR3A/B
4.26679467384101	1.01931480250085	4.18594399234916	0.000174602648879434	0.00102155579642893	TNF
2.89021197507152	0.692322645037982	4.17466046472155	0.000180521068212872	0.00104835938873253	STAT1
3.68253822538142	0.885658232119458	4.15796759046521	0.000189638557027259	0.0010908421799979	CD80
3.30279737465263	0.794663874916596	4.15621935123108	0.000190619105433306	0.0010908421799979	JAK3
3.91250921857864	0.948764320721253	4.123794638066	0.000209730982275892	0.00119151514568333	TFEC
5.84212819759015	1.41822324663103	4.11932903473981	0.000212505771179755	0.00119859370219373	ITGAX
7.38595096424265	1.80563064211695	4.09051042442614	0.000231295742955516	0.00129525616055089	TREM2
3.94468611884696	0.965515741959194	4.08557411072607	0.000234673183749821	0.00130484947560184	IL21R
5.79421627987771	1.42017382136392	4.07993457752447	0.000238590760563978	0.00131728983297295	TNFAIP2
4.51326213132721	1.11089276284828	4.06273430007359	0.000250937870434786	0.00137577126168442	TNFSF13
4.19312940713742	1.03520325821638	4.05053729676434	0.000260069316656804	0.0014159329462426	TNFRSF4
2.91297642366243	0.720733751286369	4.04168171459063	0.000266901629703926	0.00144310950129571	PRKX
4.8921346710262	1.21498151185212	4.0265095586258	0.00027901670124905	0.00149828146424147	CD45RA
3.55816670007221	0.884871410330966	4.02111160845548	0.000283455106133533	0.00151176056604551	SPIB
3.43681904951648	0.861517399072572	3.98926249570379	0.000311079129431601	0.00164787863158362	FPR1
5.14427895224489	1.29367515766365	3.97648429883693	0.000322885154288288	0.00169893933531556	SIRPB2
4.01530525816897	1.01072449109595	3.97270007162396	0.000326464514115706	0.00170632119377809	TNFRSF17
5.52103877824451	1.39432921074343	3.9596378930488	0.000339119085162216	0.00176072425673627	LILRA5
3.41676166127805	0.865193452573185	3.94913027961112	0.000349644468150479	0.00180342936203931	IRAK2
2.83549165760752	0.724592400968319	3.91322301174878	0.000388068712984255	0.0019885351044422	MAP3K5
4.29651669580009	1.09947938783149	3.90777375488059	0.000394248084865407	0.0020070811593148	BTLA
-3.3658373957645	0.867316831195716	-3.88074723642136	0.000426338114885579	0.00215644569077609	FZD3
5.12543683625777	1.32337535180249	3.87300309717626	0.000435992037473804	0.00219113947038117	PLAU
4.45988139963636	1.1561091198053	3.85766475087355	0.000455744171117671	0.00227581802647296	IFI27
4.64786896022775	1.21224073910792	3.83411381112969	0.00048777521369362	0.00242035295908733	CD79A
4.10149641598854	1.07663781097524	3.80954149499293	0.000523523348872098	0.00258139814789764	CSF1R
2.92154993332212	0.770371732956622	3.79238984030405	0.000549969256746373	0.00269484935805723	CD40
4.16730745795517	1.11088359955287	3.75134483903849	0.00061862397810494	0.00301242980642405	TLR8
3.95904200616816	1.05601415468369	3.74904255649302	0.000622711547023288	0.00301361637571764	MAP3K8
4.49294647744955	1.20019660959343	3.74350872310125	0.000632643872903122	0.0030429005911414	TLR7
4.61902103992749	1.23882894034876	3.72853821014798	0.000660288743930071	0.00315650228805595	PLBD1
-1.50648211390871	0.405818892346644	-3.71220301055352	0.000691787996620388	0.00328704114757809	TNKS
4.30980359509892	1.1645082470793	3.70096442503377	0.000714298848933152	0.00337355600941922	KIR2DL3
4.79786016864532	1.29846041964041	3.69503767390464	0.000726453909513702	0.00341041835364516	AQP9
5.21047521188953	1.41693882113584	3.67727606454648	0.000764091126060764	0.00354465942503928	CD68
2.21197975850921	0.60139114686252	3.67810495722991	0.000762293496878629	0.00354465942503928	TAP2
11.2649505751812	3.08870562088982	3.64714283517118	0.000832296794679356	0.00383835698252126	CHIT1
4.45154096678584	1.22309394991187	3.63957402218088	0.000850331805678696	0.00389859728451519	P2RY13
4.35504011326445	1.20391121151319	3.61740971561402	0.000905342296761282	0.00412667651547003	ALOX5AP
3.34893297956638	0.926453275816308	3.6147888587426	0.00091206984854321	0.00413331075871605	HLA-DOB
4.30887754436377	1.19328485842644	3.61093791975688	0.000922042529785751	0.00415449047903465	NFAM1
3.72001514351893	1.035279399538	3.59324752832812	0.000969222657352725	0.00434211750494021	IL7R
4.97799095866369	1.39315794190607	3.57317057092105	0.00102558914960981	0.00456853348462551	SERPINA1
3.92844453199572	1.10138116577935	3.56683467454784	0.00104402405569797	0.00462437773823281	CD8B
6.40138198503469	1.79597075122894	3.56430191341055	0.00105148235619846	0.00463124813067187	CXCL13
4.48651462157541	1.25963736197805	3.56175099040416	0.00105904601824463	0.00463850323074742	FCN1
3.35060912875924	0.942742947465818	3.55410680903632	0.00108202674367634	0.00471282759467916	TLR4
3.46403411672799	0.978056970583021	3.5417508600374	0.00112019148746127	0.0048521001445836	ICOS
4.50688081147278	1.29112395868527	3.49066468882049	0.00129219376974081	0.00556637316196039	MS4A4A
3.16115271777284	0.90901282484608	3.47756668703558	0.00134022689497508	0.0057417370801118	STAT4
2.14754439223218	0.619380414634419	3.46724620522549	0.00137927808278961	0.00587692400492964	TAPBP
4.47010599246294	1.29189466152391	3.4601164673829	0.00140689180957595	0.00596217934436509	SLC11A1
4.26694918803692	1.24032534637703	3.4401854323953	0.00148693011144945	0.00626749036223854	MS4A1
2.80629171960584	0.8234535003415	3.40795408416143	0.00162568557959665	0.00677945475746688	ADORA2A
3.01495401213285	0.884238490178475	3.40966158521816	0.0016180334328094	0.00677945475746688	EOMES
4.56924018597282	1.34681130467957	3.39263575387045	0.00169590338918527	0.00703485850328703	ISG15
4.0158915439894	1.18979667534597	3.37527547958701	0.00177899313865415	0.00734068747739398	IL10
3.20737804428249	0.951709166489122	3.3701241484461	0.001804389126803	0.0074064977770343	OAS2
4.02298353036662	1.19716924357247	3.36041336842371	0.00185320979873685	0.00756727334484215	TNFRSF18
2.38289935576774	0.711769020788308	3.34785483235643	0.00191822398357935	0.00779216374676793	TNFAIP3
2.57125487962301	0.77188515139468	3.33113660105669	0.00200816381818512	0.00811546615184091	TAP1
-2.80455110891362	0.843871700240757	-3.3234330622931	0.00205095059512352	0.00824587316193251	CCNO
4.66499536944736	1.41577441090433	3.29501319808964	0.00221645653971576	0.00886582615886304	LTB
1.75881677289957	0.535782360563925	3.28270749908296	0.0022920086157991	0.00912149621719032	IRF9
3.10254992105899	0.947923147187396	3.27299732078981	0.00235335312502523	0.00931832752535243	NLRP3
3.50597935347782	1.07463895868661	3.262471851721	0.00242161575515255	0.00954043593989747	C10orf54
2.96236169853553	0.912718822446342	3.24564545584321	0.00253467831802376	0.00993593900665312	OAS1
3.47033705289694	1.072944927936	3.23440370753489	0.0026129989853502	0.010191996042361	ATG16L2
4.53474998517928	1.40887976436677	3.2186919706505	0.00272633104636853	0.0105814036651135	MRC1
2.96985154253567	0.925507290785142	3.20889048860569	0.00279938416387294	0.0108114147018541	VEGFC
3.13340311495755	0.977106615293417	3.20681803389143	0.00281506742464946	0.0108186904947313	IL1A
2.94685353835014	0.924695067765805	3.18683817084713	0.00297061164665247	0.0113607781998806	TLR5
-1.1202865751607	0.352704080042133	-3.17627903546471	0.00305608013880392	0.0116309069360305	CNOT4
3.5189889592747	1.11601992820376	3.15315960794584	0.00325144138413631	0.0123146378993375	FCAR
2.01215686328629	0.639815580352817	3.14490132012215	0.00332405441406836	0.0125291281761038	BATF3
3.31400699467216	1.05448278596822	3.14277960605044	0.00334295700712393	0.0125400875291156	SSTR2
8.00306330308691	2.553286308129	3.13441672310983	0.00341846042835481	0.0127622522658579	HLA-DQB1
4.91974567334226	1.5720484700691	3.1295127135145	0.00346348494521585	0.012869062545257	FBP1
2.88618202901393	0.925408262956188	3.11882024890735	0.00356361085496182	0.0131786363692928	CTLA4
-4.83392270058249	1.55126726063404	-3.11611211249746	0.00358940219070925	0.0132116963263665	BMPR1B
4.16075807167017	1.34287247560324	3.09840148432641	0.00376248174772675	0.0137840452813915	CCL2
1.79785823141774	0.581219177101921	3.09325346142609	0.0038142553069063	0.0139087263284397	PVRIG
2.4937674379958	0.807155843453683	3.08957366563239	0.00385167539948679	0.0139801551536928	TLR1
-2.67508075154179	0.86705604239374	-3.08524549826851	0.00389613341429514	0.0140763529806792	LDHB
2.19578471467299	0.716266961056249	3.06559541910876	0.00410414965856583	0.0146989863422282	JAK2
0.792476200015997	0.258520576589223	3.06542794570354	0.00410596684814792	0.0146989863422282	VHL
11.0443912696173	3.607690690647	3.06134650020028	0.00415048886656819	0.0147908330517703	HLA-DQA1
-1.66469760752247	0.544435217099375	-3.05765967233272	0.00419109808855424	0.014867967879758	ROCK2
3.08639173974738	1.01171747794887	3.05064586410493	0.00426939149795211	0.0150774906954705	MS4A6A
-2.50480394422447	0.822391466679628	-3.04575624348039	0.00432478822767532	0.015204636639002	IRS2
3.01373880991408	1.00186529581005	3.0081277618039	0.00477437315757291	0.0167103060515052	DTX1
-4.03103189204821	1.34372180425961	-2.99990063365035	0.00487837533322379	0.0169232135453427	HEY1
4.53290434990598	1.51037952204643	3.00116909938258	0.00486220216272825	0.0169232135453427	LIPA
2.6633315385339	0.890353385960914	2.99131960469775	0.00498912354245327	0.0172311579616007	CSF1
3.32208493375349	1.11289058273319	2.98509573654102	0.00507092692794768	0.0174368715417148	TCL1A
3.1774734824851	1.06872751831504	2.97313714490549	0.0052316611936405	0.0179110147415465	PNOC
3.11242372233086	1.04798297962802	2.96991819794213	0.00527573881408666	0.0179833879575824	ICOSLG
-1.45648893718361	0.493760801769777	-2.94978647953248	0.00555942951804384	0.0188683668491185	GLS
2.95150706470927	1.00491521928681	2.93707071806908	0.00574594041854406	0.0194173158971489	CD28
3.14672442775168	1.07263281667248	2.93364549251199	0.00579717645187791	0.0195063791342158	CCR2
4.00572631997734	1.37714926535703	2.90870889651809	0.00618332331017594	0.0206599940203787	NOD2
-1.27615441552643	0.438824539462537	-2.90811999048513	0.00619272779947574	0.0206599940203787	SMC3
2.42433262704366	0.839590008381718	2.8875196260571	0.00653027098568116	0.021693781579551	RELB
3.45011053122224	1.19918335025913	2.87705006117432	0.00670835250825592	0.02219134331845	IL18R1
1.80574359346615	0.62939466321586	2.86901637239787	0.00684807361070068	0.0225583601293669	TNFSF12
3.0337249563173	1.06104262282424	2.85919235576254	0.00702263357598559	0.0230365888015594	LFNG
2.6080069483187	0.912773692994973	2.85723281502709	0.0070579463208844	0.0230559579815557	FOXP3
3.15088644917465	1.10645111076225	2.84774123187781	0.00723135616318123	0.0235244117507638	SIGLEC5
4.04865655198568	1.42318204565983	2.84479175684695	0.0072860486645774	0.023604389062102	SLAMF7
4.04953013234369	1.42774828571515	2.83630537179409	0.00744557701007856	0.0240219439337514	TNFSF10
2.80941273744762	0.999126676879433	2.81186840713957	0.00792335901097479	0.0254586617401813	CD19
-6.36671825733995	2.28320117453874	-2.78850516035942	0.00840675939603809	0.0269016300673219	BAMBI
3.90476901931288	1.40669622633443	2.77584381489948	0.00868007650051431	0.0276633332374115	CCND2
2.65705559333394	0.958397789575664	2.77239328203206	0.00875598420322614	0.0277922737462724	OAS3
-1.44580160101072	0.524048938028797	-2.75890569771801	0.00905866186914823	0.0286370601024686	ITGB1
4.02316998829043	1.46289554732556	2.75014165956381	0.00926052355978259	0.0291576324131307	IL18
2.96201037552193	1.07915078888963	2.74476042274836	0.00938653314858992	0.029436167953978	IL15
1.78202306316282	0.654373738890866	2.72324966185726	0.00990631938761544	0.0309424478083287	IL6R
2.43219243380889	0.896427148536524	2.71320702165212	0.0101580277025315	0.0316027528523203	TGFB1
2.43420292834027	0.899211377688945	2.70704195780573	0.0103154737521115	0.0319657368444879	IRAK3
-2.02790962100226	0.753338514428886	-2.69189691242541	0.0107119091923857	0.0330635307355526	MYC
-3.27172374984079	1.21779967330113	-2.68658616155809	0.0108542327659917	0.0331117450915856	FZD9
-1.14947533364057	0.4274613350125	-2.6890744015642	0.0107873334482395	0.0331117450915856	PMS2
-1.40382512810048	0.522427738750165	-2.68711828253785	0.0108398938450606	0.0331117450915856	UBB
2.12275674865006	0.791930358069767	2.68048411961882	0.0110199229328533	0.033486897594407	NFKBIA
2.43287830984614	0.90839625649554	2.67821261090598	0.0110821974077895	0.0335461110722277	IFIT3
5.16243063715605	1.93380020858673	2.66957807442212	0.0113219007833536	0.0341398854390356	MARCO
-3.0007330965904	1.13078723819541	-2.65366728172418	0.011776201786356	0.0353737249061422	PFKM
2.54771608827979	0.962042161158627	2.64823745896071	0.0119350552725921	0.0357140585256191	FAS
3.55583103309911	1.353034215128	2.62804221308085	0.0125434080468125	0.037391756306848	IL1RN
2.55038066825847	0.972862348430506	2.62152263613957	0.0127458281876138	0.0378512473450348	CD40LG
3.39402859661293	1.30090214158677	2.60898071277912	0.0131437234283583	0.0388855817654071	SIGLEC8
-2.5445393011505	0.983849015162503	-2.58631076713556	0.0138920909268818	0.0409451101002833	E2F5
2.32579975178117	0.900938585785829	2.58152973851433	0.0140548421137066	0.0411436535247433	IFNG
3.01225684095154	1.16697592867873	2.58125019284852	0.0140644121742745	0.0411436535247433	OLFML2B
2.5907373743044	1.00648048117193	2.57405625123281	0.0143127622106604	0.0417145188593226	CLIC2
3.09645780318249	1.21534761896417	2.54779600080311	0.0152539080374859	0.0442928292644034	NID2
-3.06276884348985	1.20857191558921	-2.53420487766065	0.0157629907095403	0.0456021576246479	PRKAR2B
-1.46675370241636	0.58324118980229	-2.51483216216874	0.0165155711967842	0.0476037052142603	RAD51C
-3.75900527336862	1.49975343140617	-2.50641551781226	0.0168526678799744	0.0483974051937725	KIT
2.53175449135824	1.01074006736834	2.50485220987642	0.0169159688334267	0.0484018962241114	FCGRT
3.14650672838743	1.25747120908028	2.50224951924648	0.0170218385417992	0.0485277142428021	ROR2
3.03851978599338	1.2154082613792	2.4999992862854	0.0171138591653783	0.0486132811074514	BCAT1
2.46612495989976	0.988724797137359	2.49424811336774	0.017351116280662	0.0487572586524696	ENTPD1
2.14841771789261	0.861234568872481	2.49457905609304	0.0173373826002623	0.0487572586524696	LY96
2.97753314555583	1.19337403553033	2.49505440616749	0.0173176735846245	0.0487572586524696	PRLR
3.41411402577507	1.37001833821746	2.49202067631971	0.0174438107981204	0.048842670234737	FCGR2B
2.77364538987373	1.11530142446606	2.48690204193147	0.0176585385317363	0.0492381056648764	BIRC3
1.98262957731103	0.797624289424883	2.48566850783917	0.0177106451498663	0.0492381056648764	CD15
2.81508614039633	1.1379222618995	2.47388264967872	0.0182156238404656	0.0504630709926681	ADAMTS12
3.51009908359463	1.42297084942944	2.46673997924978	0.0185280167265469	0.0511477644845521	CXCL1
