comparison	UNT	Ad-IL12	Ad-IL12+Ad-CCL5
M_vs_S	0.439378580656403	0.75872320762534	-0.00668915395235416
M_vs_Treg	0.233607696367338	-0.223238067051367	0.0476107099337978
M_vs_Tumor	-0.298985773200846	-0.307692635846619	-0.206630946714252
Mo_vs_Mo	0.992268778177908	1.82872584219459	1.63016175999999
Mo_vs_N	0.648887981649103	0.458274695075242	0.837454616233829
Mo_vs_NK	0.319255011808799	0.819338297812694	0.658124523572414
Mo_vs_S	-1.36037717603602	0.244240479385965	-0.00429173268298225
Mo_vs_Treg	0.338057807926595	0.137739510878724	-0.184735566679254
Mo_vs_Tumor	-0.163970687016771	-0.247482442445273	-0.109356897972505
N_vs_N	2.02432649355331	2.08424945188403	2.54102827968852
N_vs_NK	0.170540977098932	0.390538397119664	-0.716743133934928
N_vs_Treg	-0.381250888030632	-0.350484025626668	-1.16814333259527
N_vs_Tumor	-0.201462736875989	-0.0814699115259023	-0.183725553471543
NK_vs_NK	1.39872269508778	1.53025860460929	1.46131742222911
NK_vs_S	0.0757510819171163	0.369764208468355	-0.14995530933057
NK_vs_Treg	0.283727516576241	0.113698845563816	0.000687249942033098
NK_vs_Tumor	-0.117307870822224	-0.128885467189098	-0.0985447955023901
S_vs_S	2.65653912198755	2.39359512903449	3.90240246703116
S_vs_Treg	0.0529159457867297	-0.0522117038990936	0.394741147517147
S_vs_Tumor	-0.550593453384526	-0.387643693901934	-0.696277612897635
Treg_vs_Treg	1.04669005064594	0.897942710761843	0.943903850254591
Treg_vs_Tumor	-0.144940865561784	-0.174505395562921	-0.204659443851322
Tumor_vs_Tumor	0.0341818440258605	0.0482336156078411	0.0560779497564874
