estimate	sd	zvalue	pvalue	term	condition	comparison	OR
-0.999547867500198	0.535283134778549	-1.8673255377525	0.0618561412205208	conditionUNT:comparisonTreg_vs_Tumor	UNT	Treg_vs_Tumor	0.368045809030129
-0.946357695006606	0.509585398701266	-1.85711305194086	0.063295071666073	conditionAd-IL12+Ad-CCL5:comparisonCD4_vs_CD8	AdIL12+AdCCL5	CD4_vs_CD8	0.388152220660571
-0.992950399543655	0.539045381865424	-1.84205343918808	0.0654673334933981	conditionUNT:comparisonCD4_vs_NK	UNT	CD4_vs_NK	0.370482006994139
-0.96137659487704	0.524575052769922	-1.83267692544788	0.0668506307543235	conditionAd-IL12+Ad-CCL5:comparisonCD4_vs_DC	AdIL12+AdCCL5	CD4_vs_DC	0.382366160216993
-0.938811416494465	0.512810596207945	-1.8307176634739	0.0671426952554685	conditionAd-IL12+Ad-CCL5:comparisonEndo_vs_M	AdIL12+AdCCL5	Endo_vs_M	0.391092405195761
-0.930562902630708	0.511161729719133	-1.82048625420769	0.0686849876770597	conditionAd-IL12+Ad-CCL5:comparisonN_vs_Tumor	AdIL12+AdCCL5	N_vs_Tumor	0.394331677547371
-0.950192431138083	0.523534558075088	-1.81495646558981	0.0695305999776957	conditionAd-IL12+Ad-CCL5:comparisonNK_vs_Treg	AdIL12+AdCCL5	NK_vs_Treg	0.386666609599215
-1.03847853077206	0.57570890885991	-1.80382570912197	0.0712586341773851	conditionUNT:comparisonDC_vs_Treg	UNT	DC_vs_Treg	0.353992861688982
-1.43128547862073	0.797191549465851	-1.79540974760676	0.0725884405577448	conditionUNT:comparisonDC_vs_Lymp_Ves	UNT	DC_vs_Lymp_Ves	0.239001493379412
-0.987768755686201	0.552329125254116	-1.78836985145722	0.0737163570340846	conditionUNT:comparisonCD4_vs_S	UNT	CD4_vs_S	0.372406695027543
-0.92949862263037	0.520647505812748	-1.78527432140368	0.0742168318953498	conditionAd-IL12+Ad-CCL5:comparisonCD8_vs_Mo	AdIL12+AdCCL5	CD8_vs_Mo	0.394751580272685
-0.948601472260348	0.535764464523482	-1.77055690527002	0.0766344136110955	conditionAd-IL12+Ad-CCL5:comparisonM_vs_NK	AdIL12+AdCCL5	M_vs_NK	0.387282269889723
-0.961030097776311	0.551433560289546	-1.74278492820004	0.0813711899900486	conditionAd-IL12+Ad-CCL5:comparisonEndo_vs_Lymp_Ves	AdIL12+AdCCL5	Endo_vs_Lymp_Ves	0.382498671939063
-0.920603232072469	0.538383232821148	-1.70994038437727	0.0872768976276151	conditionUNT:comparisonCD8_vs_NK	UNT	CD8_vs_NK	0.398278714111199
-0.876626136354136	0.513704950697172	-1.70647788222486	0.0879191408969032	conditionAd-IL12+Ad-CCL5:comparisonMo_vs_Mo	AdIL12+AdCCL5	Mo_vs_Mo	0.416184696053191
-0.961734561890732	0.569709366710221	-1.68811435810553	0.0913892787701266	conditionAd-IL12+Ad-CCL5:comparisonCD4_vs_S	AdIL12+AdCCL5	CD4_vs_S	0.382229310239833
-0.880962752788074	0.535701247124473	-1.6445038302914	0.100072173764718	conditionUNT:comparisonCD4_vs_CD8	UNT	CD4_vs_CD8	0.414383770444914
-0.857235075510338	0.521286012449294	-1.64446207079788	0.100080792801835	conditionAd-IL12+Ad-CCL5:comparisonCD8_vs_M	AdIL12+AdCCL5	CD8_vs_M	0.424333712510345
-0.8765780480655	0.535478467880216	-1.63699961930418	0.101630549111639	conditionUNT:comparisonMo_vs_Tumor	UNT	Mo_vs_Tumor	0.416204710144199
-0.885253742455978	0.540843142634447	-1.63680311844929	0.101671613955964	conditionUNT:comparisonB_vs_Tumor	UNT	B_vs_Tumor	0.412609463456331
-0.913809580946351	0.56501692430362	-1.61731364431714	0.105810595532779	conditionUNT:comparisonEndo_vs_Lymp_Ves	UNT	Endo_vs_Lymp_Ves	0.400993692612021
-0.944920957676874	0.586814400352456	-1.61025523080097	0.107342148426753	conditionAd-IL12+Ad-CCL5:comparisonN_vs_NK	AdIL12+AdCCL5	N_vs_NK	0.388710294252195
-0.850375303982445	0.535339259370599	-1.58847924768722	0.112178010039322	conditionUNT:comparisonCD8_vs_CD8	UNT	CD8_vs_CD8	0.427254551520199
-0.804564772004532	0.509022815290315	-1.58060650296325	0.11396803801122	conditionAd-IL12+Ad-CCL5:comparisonEndo_vs_Tumor	AdIL12+AdCCL5	Endo_vs_Tumor	0.447282554092034
-0.796967074739543	0.511873622112729	-1.55696062526158	0.119479834130478	conditionAd-IL12+Ad-CCL5:comparisonNK_vs_NK	AdIL12+AdCCL5	NK_vs_NK	0.450693813980331
-0.831446744612275	0.535219258064631	-1.55346940918907	0.120311032013008	conditionUNT:comparisonEndo_vs_Endo	UNT	Endo_vs_Endo	0.435418890486708
-0.782170303586367	0.509118381894188	-1.53632304666801	0.124459169808842	conditionAd-IL12+Ad-CCL5:comparisonTreg_vs_Tumor	AdIL12+AdCCL5	Treg_vs_Tumor	0.457412209910326
-1.01891773806545	0.675727074445404	-1.5078835473652	0.131584334189608	conditionAd-IL12+Ad-CCL5:comparisonDC_vs_Mo	AdIL12+AdCCL5	DC_vs_Mo	0.36098540960761
-0.804730389114392	0.536095273973499	-1.50109584654569	0.133330772949616	conditionUNT:comparisonCD8_vs_Treg	UNT	CD8_vs_Treg	0.447208482582058
-0.77921039317011	0.535402006848497	-1.45537443491616	0.14556562995728	conditionUNT:comparisonCD8_vs_Endo	UNT	CD8_vs_Endo	0.458768114763481
-0.782329901226704	0.538665072837704	-1.45234941093427	0.146404475107604	conditionUNT:comparisonCD8_vs_Mo	UNT	CD8_vs_Mo	0.45733921382612
-0.73004546840619	0.50936496201741	-1.43324634170899	0.151787450415541	conditionAd-IL12+Ad-CCL5:comparisonCD4_vs_Endo	AdIL12+AdCCL5	CD4_vs_Endo	0.48188707895463
-0.733324173064813	0.514112964277609	-1.42638724175186	0.153756594349917	conditionAd-IL12+Ad-CCL5:comparisonDC_vs_Endo	AdIL12+AdCCL5	DC_vs_Endo	0.48030970083548
-0.723679274238455	0.509012220781036	-1.42173261209334	0.155103888957471	conditionAd-IL12+Ad-CCL5:comparisonCD8_vs_Tumor	AdIL12+AdCCL5	CD8_vs_Tumor	0.484964651484232
-0.813887296269662	0.580381855000993	-1.40233070564942	0.160816515247341	conditionAd-IL12+Ad-CCL5:comparisonCD8_vs_S	AdIL12+AdCCL5	CD8_vs_S	0.443132127911761
-0.73134241153594	0.521909252652869	-1.40128270924211	0.161129549652687	conditionAd-IL12+Ad-CCL5:comparisonCD4_vs_Mo	AdIL12+AdCCL5	CD4_vs_Mo	0.48126250392496
-0.712665709347735	0.509267474310928	-1.39939372784806	0.161694946712408	conditionAd-IL12+Ad-CCL5:comparisonCD4_vs_CD4	AdIL12+AdCCL5	CD4_vs_CD4	0.490335362190291
-0.734850011170581	0.526548647905495	-1.39559756556904	0.162835715953953	conditionAd-IL12+Ad-CCL5:comparisonB_vs_Tumor	AdIL12+AdCCL5	B_vs_Tumor	0.479577384831288
-0.69598921965779	0.508978805306564	-1.36742279325087	0.171492821965886	conditionAd-IL12+Ad-CCL5:comparisonTumor_vs_Tumor	AdIL12+AdCCL5	Tumor_vs_Tumor	0.498580997836021
-0.73207439035968	0.535427343549629	-1.36727120715646	0.171540313120836	conditionUNT:comparisonCD4_vs_Endo	UNT	CD4_vs_Endo	0.480910358860515
-0.752845106876635	0.555087714426098	-1.35626332075282	0.175015401398198	conditionUNT:comparisonCD4_vs_N	UNT	CD4_vs_N	0.471024529418676
-0.723298147392494	0.535785610176267	-1.34997680724299	0.17702342245435	conditionUNT:comparisonTreg_vs_Treg	UNT	Treg_vs_Treg	0.485149519759148
-0.686457703356649	0.509256299313508	-1.34796114310616	0.177670880601998	conditionAd-IL12+Ad-CCL5:comparisonCD8_vs_Endo	AdIL12+AdCCL5	CD8_vs_Endo	0.503355950865412
-0.735318868217743	0.550833240370078	-1.33492101479518	0.181902199005199	conditionAd-IL12+Ad-CCL5:comparisonCD4_vs_N	AdIL12+AdCCL5	CD4_vs_N	0.479352584298526
-0.723042508977982	0.542378551681852	-1.33309568886143	0.182500403977409	conditionUNT:comparisonNK_vs_Treg	UNT	NK_vs_Treg	0.485273558467034
-0.763236900391407	0.578560665998598	-1.3191994292838	0.187102449051968	conditionUNT:comparisonDC_vs_DC	UNT	DC_vs_DC	0.466155084721089
0.718268508049755	0.546532338941533	1.31422874159802	0.188769239032293	conditionAd-IL12+Ad-CCL5:comparisonS_vs_S	AdIL12+AdCCL5	S_vs_S	2.05087905396215
-0.654663297884363	0.509452170706172	-1.28503387663833	0.198780446203907	conditionAd-IL12+Ad-CCL5:comparisonEndo_vs_Treg	AdIL12+AdCCL5	Endo_vs_Treg	0.519616989275913
-0.652070036914395	0.509007597309492	-1.28106150155931	0.200172064843372	conditionAd-IL12+Ad-CCL5:comparisonEndo_vs_Endo	AdIL12+AdCCL5	Endo_vs_Endo	0.520966240457605
-0.743352284781506	0.586155839247701	-1.26818200043108	0.204732963365147	conditionUNT:comparisonS_vs_Treg	UNT	S_vs_Treg	0.475517171668372
-0.716868029347391	0.566434599852622	-1.26557952062588	0.205663661910356	conditionAd-IL12+Ad-CCL5:comparisonCD8_vs_Lymp_Ves	AdIL12+AdCCL5	CD8_vs_Lymp_Ves	0.488279139569927
-0.643444317563302	0.509512081053831	-1.26286371116551	0.206638163369113	conditionAd-IL12+Ad-CCL5:comparisonNK_vs_Tumor	AdIL12+AdCCL5	NK_vs_Tumor	0.525479385618354
-0.673476889935897	0.540656752151173	-1.24566443914047	0.212887614154936	conditionAd-IL12+Ad-CCL5:comparisonEndo_vs_S	AdIL12+AdCCL5	Endo_vs_S	0.509932512762829
-0.672731490841781	0.541569928808839	-1.24218767523047	0.21416732590255	conditionUNT:comparisonCD8_vs_M	UNT	CD8_vs_M	0.510312757695411
-0.628554752129139	0.509514438841846	-1.23363481819647	0.217339012594745	conditionAd-IL12+Ad-CCL5:comparisonTreg_vs_Treg	AdIL12+AdCCL5	Treg_vs_Treg	0.533362084664672
-0.663596535847005	0.538276197673904	-1.23281790782252	0.217643708552035	conditionUNT:comparisonCD4_vs_Mo	UNT	CD4_vs_Mo	0.514995798889904
-0.633643215872958	0.525896872191162	-1.20488112666057	0.228249195525858	conditionAd-IL12+Ad-CCL5:comparisonEndo_vs_N	AdIL12+AdCCL5	Endo_vs_N	0.530654984366509
-0.610343516211632	0.509050109468991	-1.19898513890568	0.230533724218368	conditionAd-IL12+Ad-CCL5:comparisonCD4_vs_Tumor	AdIL12+AdCCL5	CD4_vs_Tumor	0.54316425129732
-0.859674343828392	0.723247743129699	-1.18863052390366	0.234585090962439	conditionAd-IL12+Ad-CCL5:comparisonLymp_Ves_vs_Mo	AdIL12+AdCCL5	Lymp_Ves_vs_Mo	0.423299910102463
-0.629070002711466	0.53768746937005	-1.1699547386672	0.242019183710559	conditionUNT:comparisonN_vs_N	UNT	N_vs_N	0.533087340327125
-0.630023736364239	0.540541007960308	-1.16554290439793	0.243799303793281	conditionUNT:comparisonMo_vs_Treg	UNT	Mo_vs_Treg	0.532579159363952
-0.582509616354341	0.509789453911081	-1.14264744373458	0.253184998854188	conditionAd-IL12+Ad-CCL5:comparisonDC_vs_Tumor	AdIL12+AdCCL5	DC_vs_Tumor	0.558494998162603
-0.603654346327197	0.535393238082926	-1.12749714301341	0.25953234776339	conditionUNT:comparisonCD4_vs_CD4	UNT	CD4_vs_CD4	0.546809748330749
-0.553404093226431	0.509835291490716	-1.08545662189905	0.277719466026002	conditionAd-IL12+Ad-CCL5:comparisonCD4_vs_Treg	AdIL12+AdCCL5	CD4_vs_Treg	0.574989158453264
0.534821348906839	0.513383631638706	1.04175769531199	0.297524032301951	conditionAd-IL12+Ad-CCL5:comparisonN_vs_N	AdIL12+AdCCL5	N_vs_N	1.70714323200523
0.580681498428764	0.57567266789809	1.00870083088878	0.313118133186625	conditionAd-IL12+Ad-CCL5:comparisonM_vs_S	AdIL12+AdCCL5	M_vs_S	1.78725602798252
-0.714287196516537	0.70895076507496	-1.00752722432144	0.313681481733217	conditionAd-IL12+Ad-CCL5:comparisonB_vs_Mo	AdIL12+AdCCL5	B_vs_Mo	0.489540933943754
-0.513515912549095	0.536342052565713	-0.957441077186799	0.338344673589412	conditionUNT:comparisonEndo_vs_M	UNT	Endo_vs_M	0.598387996080429
-0.516713924579166	0.539738871081043	-0.957340581278202	0.338395378718127	conditionUNT:comparisonEndo_vs_S	UNT	Endo_vs_S	0.596477400752085
0.516825523651311	0.555720462924875	0.93000988470201	0.352365966599919	conditionAd-IL12+Ad-CCL5:comparisonLymp_Ves_vs_Treg	AdIL12+AdCCL5	Lymp_Ves_vs_Treg	1.67669655889483
-0.553616653419054	0.601838909822004	-0.919875143305021	0.357638009664135	conditionAd-IL12+Ad-CCL5:comparisonNK_vs_S	AdIL12+AdCCL5	NK_vs_S	0.574866951635599
-0.480170121327881	0.525103241412241	-0.914429931981539	0.360490979868798	conditionAd-IL12+Ad-CCL5:comparisonLymp_Ves_vs_Tumor	AdIL12+AdCCL5	Lymp_Ves_vs_Tumor	0.618678132507536
-0.504657622129979	0.55663714939628	-0.906618652163842	0.364608494716466	conditionUNT:comparisonCD8_vs_DC	UNT	CD8_vs_DC	0.603712237756787
-0.49522545739395	0.567726578190435	-0.872295707860684	0.383047078562036	conditionUNT:comparisonCD4_vs_DC	UNT	CD4_vs_DC	0.609433490519519
-0.456574636452097	0.53975159705462	-0.84589770357992	0.397609813701647	conditionUNT:comparisonCD4_vs_M	UNT	CD4_vs_M	0.633449729188767
-0.430248929411986	0.512309046535218	-0.839823017613664	0.401007625730181	conditionAd-IL12+Ad-CCL5:comparisonM_vs_M	AdIL12+AdCCL5	M_vs_M	0.650347184029878
-0.426921000942214	0.509721610852093	-0.83755719171596	0.402279443720486	conditionAd-IL12+Ad-CCL5:comparisonM_vs_Tumor	AdIL12+AdCCL5	M_vs_Tumor	0.652515098269784
-0.400423229453478	0.509890497743409	-0.785312201787652	0.432270543490291	conditionAd-IL12+Ad-CCL5:comparisonMo_vs_Tumor	AdIL12+AdCCL5	Mo_vs_Tumor	0.670036406875357
-0.419477395485221	0.535844070496039	-0.78283481815317	0.433724118333657	conditionUNT:comparisonCD4_vs_Treg	UNT	CD4_vs_Treg	0.657390285189974
-0.40516656170704	0.520040821658074	-0.779105302570721	0.435917686808402	conditionAd-IL12+Ad-CCL5:comparisonCD4_vs_M	AdIL12+AdCCL5	CD4_vs_M	0.666865727313691
-0.404865339338008	0.548010825380287	-0.73879076942879	0.460034057726738	conditionAd-IL12+Ad-CCL5:comparisonCD4_vs_Lymp_Ves	AdIL12+AdCCL5	CD4_vs_Lymp_Ves	0.667066632444939
-0.379832415391277	0.540909385377853	-0.702210805837553	0.482547707715559	conditionUNT:comparisonLymp_Ves_vs_Tumor	UNT	Lymp_Ves_vs_Tumor	0.683976023462563
0.367559549134048	0.567661637806466	0.647497601836115	0.517309946109036	conditionAd-IL12+Ad-CCL5:comparisonMo_vs_N	AdIL12+AdCCL5	Mo_vs_N	1.44420579717356
-0.341987350461342	0.529761684955993	-0.645549423774862	0.518571200579648	conditionAd-IL12+Ad-CCL5:comparisonM_vs_Mo	AdIL12+AdCCL5	M_vs_Mo	0.710357190343086
0.409854277247895	0.705121454315936	0.58125344894733	0.561069649510491	conditionUNT:comparisonLymp_Ves_vs_S	UNT	Lymp_Ves_vs_S	1.50659822347624
-0.291941714708575	0.558938430009638	-0.522314621851178	0.601451290234364	conditionUNT:comparisonMo_vs_N	UNT	Mo_vs_N	0.74681206286358
-0.316319752750388	0.606108019389558	-0.521886763796607	0.601749174656907	conditionAd-IL12+Ad-CCL5:comparisonM_vs_N	AdIL12+AdCCL5	M_vs_N	0.728826368669448
-0.25790864078122	0.542151030661968	-0.475713641024186	0.634278401359921	conditionUNT:comparisonS_vs_S	UNT	S_vs_S	0.772665819028101
0.263609154801886	0.63919229105692	0.412409784176217	0.680039092942643	conditionUNT:comparisonDC_vs_Mo	UNT	DC_vs_Mo	1.30161936519162
-0.227296920239137	0.568659606664758	-0.399706463366115	0.689372731024048	conditionUNT:comparisonCD8_vs_S	UNT	CD8_vs_S	0.796684195506329
0.268721752698335	0.674321737685455	0.39850673303325	0.690256696180853	conditionUNT:comparisonLymp_Ves_vs_Mo	UNT	Lymp_Ves_vs_Mo	1.30829106193902
-0.310029214066126	0.784004838522232	-0.39544298559496	0.692515990729961	conditionUNT:comparisonDC_vs_M	UNT	DC_vs_M	0.733425529569392
0.207176959446305	0.54950267177092	0.377026300488442	0.7061540597726	conditionUNT:comparisonB_vs_Endo	UNT	B_vs_Endo	1.23020024807499
0.23625296515662	0.6314882208553	0.374120937420866	0.708314342134712	conditionAd-IL12+Ad-CCL5:comparisonMo_vs_S	AdIL12+AdCCL5	Mo_vs_S	1.26649464866509
0.278721903695126	0.746580295965372	0.37333144901008	0.708901772754855	conditionUNT:comparisonLymp_Ves_vs_NK	UNT	Lymp_Ves_vs_NK	1.32143980523939
-0.208676956709524	0.571317067135538	-0.365255947552531	0.714920358767321	conditionAd-IL12+Ad-CCL5:comparisonN_vs_Treg	AdIL12+AdCCL5	N_vs_Treg	0.811657393772143
0.218427549993851	0.728584212909967	0.299797259017527	0.764331806204909	conditionAd-IL12+Ad-CCL5:comparisonDC_vs_M	AdIL12+AdCCL5	DC_vs_M	1.24411887694161
0.185432793515262	0.640901973977286	0.289330975787935	0.77232811023694	conditionUNT:comparisonLymp_Ves_vs_M	UNT	Lymp_Ves_vs_M	1.20373929796984
-0.133390839452039	0.528906790833575	-0.252201033837759	0.80088567901217	conditionAd-IL12+Ad-CCL5:comparisonM_vs_Treg	AdIL12+AdCCL5	M_vs_Treg	0.875122992669226
-0.133369279456632	0.541811600814085	-0.246154344529061	0.805562756089448	conditionAd-IL12+Ad-CCL5:comparisonB_vs_Endo	AdIL12+AdCCL5	B_vs_Endo	0.875141860520323
0.0971143109054911	0.593826550987655	0.163539859819286	0.87009339198031	conditionUNT:comparisonLymp_Ves_vs_Treg	UNT	Lymp_Ves_vs_Treg	1.10198633547731
-0.0928129970023004	0.573523605791274	-0.161829427882483	0.871440178387052	conditionAd-IL12+Ad-CCL5:comparisonS_vs_Treg	AdIL12+AdCCL5	S_vs_Treg	0.911363912145447
0.0847375078139665	0.574344537328705	0.147537762277819	0.882707575855052	conditionUNT:comparisonM_vs_N	UNT	M_vs_N	1.08843132447978
