comparison	log_odds_ratio	norm_interactions	interactions_counts	expected_counts	condition
CD45+_vs_Mo	0.259343050100942	0.00180487150958079	2889	1590.02702821356	untreated
CD45+_vs_NK	0.456264251995801	0.00037109512636505	594	207.741023080788	untreated
CD45+_vs_Treg	0.340388080476836	5.99750222947058e-05	96	43.841318312969	untreated
CD45+_vs_Tumor	-0.212143617892781	0.00191545034175038	3066	4997.07402029512	untreated
CD45+_vs_S	0.0799334258376211	2.49901913311603e-06	4	3.32764832580175	untreated
Mo_vs_Mo	0.415810762007064	0.0213123519304573	34114	13095.4939538472	untreated
Mo_vs_NK	0.370013029099616	0.00250582885248627	4011	1710.95916198168	untreated
Mo_vs_Treg	0.324923612310943	0.000476676045216232	763	361.077962015036	untreated
Mo_vs_Tumor	-0.261228838353592	0.0140897424462058	22553	41156.0001550568	untreated
Mo_vs_S	0.252342166015524	3.0612281549111e-05	49	27.4065772202796	untreated
NK_vs_NK	0.731989940782678	0.000753435495222582	1206	223.541109963938	untreated
NK_vs_Treg	0.564327612279745	0.000108079937984297	173	47.1757422420712	untreated
NK_vs_Tumor	-0.313411493161805	0.00163244350009603	2613	5377.13474451468	untreated
NK_vs_S	0.291131684526483	4.3732366275157e-06	7	3.58073811945214	untreated
Treg_vs_Treg	0.965708218664621	5.74760656355062e-05	92	9.95588979785137	untreated
Treg_vs_Tumor	-0.211679417956195	0.000435443260339439	697	1134.78152966599	untreated
S_vs_Treg	1.07591343640277	5.62271495711548e-06	9	0.755672988234173	untreated
Tumor_vs_Tumor	0.214243030432743	0.132338497342034	211830	129343.448573425	untreated
S_vs_Tumor	-0.054351912406877	4.7480238998708e-05	76	86.1323062957876	untreated
S_vs_S	1.54246399357714	1.24954080351626e-06	2	0.0573571701516828	untreated
N_vs_N	0.648366738840261	0.0360038611596867	16332	3670.05552703213	Ad-empty
B_vs_N	-0.60756040839634	0.000119043111137943	54	218.753480918455	Ad-empty
CD8_vs_N	-0.278982127485298	0.00052467073866792	238	452.438201163525	Ad-empty
CD4_vs_N	-0.269489297815401	0.000813459973485458	369	686.302817267137	Ad-empty
M_vs_N	-0.177116351850764	0.0208060521151668	9438	14190.4552824531	Ad-empty
DC_vs_N	-0.218218341033475	0.000158724074700658	72	119.001227357338	Ad-empty
Endo_vs_N	-0.17956142469917	0.00200829787631832	911	1377.46270578258	Ad-empty
CD45+_vs_N	-0.232593339169923	0.000998637803444795	453	773.912100376721	Ad-empty
Mo_vs_N	-0.0965554336414475	0.0134298018884532	6092	7608.7854018633	Ad-empty
N_vs_NK	0.0595933711766217	0.00193995843907143	880	767.166005681424	Ad-empty
N_vs_Treg	-0.122975126730804	0.000253517487656033	115	152.64175290455	Ad-empty
N_vs_Tumor	-0.266520473878251	0.0127265670342028	5773	10664.0467153984	Ad-empty
N_vs_S	-0.207652031371209	0.000165337568627777	75	120.980081801292	Ad-empty
B_vs_B	1.49966001157906	0.000908253386440833	412	13.0387905745498	Ad-empty
B_vs_CD8	0.745249944169052	0.000330674916805757	150	26.9675569418541	Ad-empty
B_vs_CD4	0.860958476477116	0.000654736119234597	297	40.907045993044	Ad-empty
B_vs_M	-0.35556971861548	0.000822277965388283	373	845.82139588623	Ad-empty
B_vs_DC	0.22835108710438	2.64541961582743e-05	12	7.09306236002305	Ad-empty
B_vs_Endo	0.0301209789241552	0.00019399604231196	88	82.1035974812527	Ad-empty
B_vs_CD45+	0.61248805950739	0.000416650337858307	189	46.1289930452974	Ad-empty
B_vs_Mo	-0.0611013407795404	0.000868572422878118	394	453.521283250206	Ad-empty
B_vs_NK	-0.197772192259379	6.39306617452831e-05	29	45.72689239959	Ad-empty
B_vs_Treg	0.488203900261801	6.17261637695767e-05	28	9.09820424661728	Ad-empty
B_vs_Tumor	-0.197899222391005	0.000888412904659475	403	635.629985020116	Ad-empty
B_vs_S	-0.380860480258452	6.61371437691676e-06	3	7.21101188276389	Ad-empty
CD8_vs_CD8	0.703803363357441	0.000621668649599001	282	55.7758116639782	Ad-empty
CD4_vs_CD8	0.686439513925803	0.000906048888465127	411	84.6062436414696	Ad-empty
CD8_vs_M	-0.138395815952788	0.00280412164554833	1272	1749.37518367098	Ad-empty
CD8_vs_DC	0.175986582283858	4.84991759153383e-05	22	14.6702688406857	Ad-empty
CD8_vs_Endo	0.0753851031508086	0.00044530881154249	202	169.81125876264	Ad-empty
CD45+_vs_CD8	0.416621252509082	0.00054892021640069	249	95.4065670053453	Ad-empty
CD8_vs_Mo	0.0785643824883728	0.00247785594514379	1124	937.998118802899	Ad-empty
CD8_vs_NK	0.188577170972536	0.000321856924902932	146	94.5749199290715	Ad-empty
CD8_vs_Treg	0.488868765665671	0.000127861103040769	58	18.817415594371	Ad-empty
CD8_vs_Tumor	-0.177794377395391	0.00192452695324148	873	1314.64553533346	Ad-empty
CD8_vs_S	-0.696464774809292	6.61371437691676e-06	3	14.914218649726	Ad-empty
CD4_vs_CD4	0.885518030718309	0.0021736352244963	986	128.339081934736	Ad-empty
CD4_vs_M	-0.22628323534852	0.00347428903016308	1576	2653.62454788974	Ad-empty
CD4_vs_DC	0.0675804310803264	5.73171678181639e-05	26	22.2533084287237	Ad-empty
CD4_vs_Endo	0.188960185248878	0.000877390414780943	398	257.58643941376	Ad-empty
CD4_vs_CD45+	0.394559785898639	0.000791414993728394	359	144.722075972291	Ad-empty
CD4_vs_Mo	0.0783111338834965	0.0037564647710535	1704	1422.84791573785	Ad-empty
CD4_vs_NK	0.259908176809847	0.000575374192109167	261	143.460551790754	Ad-empty
CD4_vs_Treg	0.597562336483457	0.00024910849170462	113	28.5441090139859	Ad-empty
CD4_vs_Tumor	-0.247456047350698	0.00248667393704661	1128	1994.18380739454	Ad-empty
CD4_vs_S	-1.05350531057617	4.40921640121036e-06	2	22.6233555219744	Ad-empty
M_vs_M	0.165038420828641	0.176875690803277	80234	54868.112931834	Ad-empty
DC_vs_M	0.00364293911232924	0.00102288728117757	464	460.124263225228	Ad-empty
Endo_vs_M	-0.230720462246125	0.00690228338238653	3131	5326.02920737318	Ad-empty
CD45+_vs_M	-0.131819595911211	0.00486973624878523	2209	2992.37027125477	Ad-empty
M_vs_Mo	-0.138875152777999	0.0471057129653441	21368	29419.7535169821	Ad-empty
M_vs_NK	-0.141393557943552	0.0047220348844129	2142	2966.28615497922	Ad-empty
M_vs_Treg	-0.122636930545825	0.000981001819639144	445	590.197056385927	Ad-empty
M_vs_Tumor	-0.076634300688115	0.07619406375479	34563	41233.0758840661	Ad-empty
M_vs_S	0.0687430695239627	0.0012080651111369	548	467.775603999387	Ad-empty
DC_vs_DC	1.05702341728563	9.6998131380879e-05	44	3.85860432035606	Ad-empty
DC_vs_Endo	0.195140005508811	0.000154315078749245	70	44.6641069650637	Ad-empty
CD45+_vs_DC	0.308000585020174	0.000112429617210824	51	25.0940317205502	Ad-empty
DC_vs_Mo	-0.0438890832166217	0.000491603269032324	223	246.714196788337	Ad-empty
DC_vs_NK	0.109383179581608	7.05441556724023e-05	32	24.8752901939722	Ad-empty
DC_vs_Treg	0.305452192610234	2.20452002068615e-05	10	4.94939539955846	Ad-empty
DC_vs_Tumor	-0.0675089867009594	0.000652531621258891	296	345.780775898678	Ad-empty
DC_vs_S	-0.593549252126214	2.20471842550397e-06	1	3.92276850148562	Ad-empty
Endo_vs_Endo	0.837230372070129	0.00783478602611033	3554	516.995857922683	Ad-empty
CD45+_vs_Endo	0.108610096913433	0.000822277965388283	373	290.468372473064	Ad-empty
Endo_vs_Mo	0.0740926597580549	0.00746663486416736	3387	2855.76554637176	Ad-empty
Endo_vs_NK	0.180190024277625	0.000961161337857786	436	287.936396108127	Ad-empty
Endo_vs_Treg	0.128410730184711	0.00016974656457919	77	57.2902291048786	Ad-empty
Endo_vs_Tumor	-0.174843127849298	0.00589923680344012	2676	4002.4807622089	Ad-empty
Endo_vs_S	-0.615724454824485	2.42496981825679e-05	11	45.4068200321117	Ad-empty
CD45+_vs_CD45+	0.524482083208724	0.00120365611518549	546	163.196424331447	Ad-empty
CD45+_vs_Mo	0.183122133037547	0.00539220226902764	2446	1604.48010889733	Ad-empty
CD45+_vs_NK	0.211047561311889	0.00057978318806058	263	161.773861572785	Ad-empty
CD45+_vs_Treg	0.208311832100436	0.00011463411518653	52	32.1878780104109	Ad-empty
CD45+_vs_Tumor	-0.202721897426961	0.00310834236619582	1410	2248.74929854357	Ad-empty
CD45+_vs_S	-0.804662027251167	8.81821235262316e-06	4	25.5113167964244	Ad-empty
Mo_vs_Mo	0.320687489847051	0.0727704783985179	33010	15774.5883857035	Ad-empty
Mo_vs_NK	0.167683825280024	0.00515852548360277	2340	1590.49405706267	Ad-empty
Mo_vs_Treg	0.110344224438444	0.000899435394538007	408	316.457975270518	Ad-empty
Mo_vs_Tumor	-0.264226912407198	0.0265245198641492	12032	22108.7780212764	Ad-empty
Mo_vs_S	-0.600015335376999	0.000138883592919301	63	250.816771993171	Ad-empty
NK_vs_NK	0.58588247978248	0.00136237996943635	618	160.363699115236	Ad-empty
NK_vs_Treg	0.359433395057041	0.000160928572676365	73	31.9073003156143	Ad-empty
NK_vs_Tumor	-0.234195368440963	0.00286584758886811	1300	2229.14723300335	Ad-empty
NK_vs_S	-0.448683254170401	1.98407022311551e-05	9	25.2889378481864	Ad-empty
Treg_vs_Treg	0.840779609124587	9.6998131380879e-05	44	6.34854283761076	Ad-empty
Treg_vs_Tumor	-0.215558823552738	0.000595214673890525	270	443.529742725926	Ad-empty
S_vs_Treg	-0.0996437349293024	8.81821235262316e-06	4	5.03169819003212	Ad-empty
Tumor_vs_Tumor	0.267437700687267	0.126450004106969	57360	30986.4228240067	Ad-empty
S_vs_Tumor	0.129815155645675	0.00104493226093463	474	351.53071512381	Ad-empty
S_vs_S	1.56950689626327	0.000326265920854344	148	3.98799965963541	Ad-empty
N_vs_N	0.478871811949529	0.0268925374076735	24914	8271.25956557004	Ad-IL12
B_vs_N	-0.301510857509846	0.00021588304363812	200	400.443335628899	Ad-IL12
CD8_vs_N	-0.135932733636224	0.00148851294956989	1379	1885.80607869514	Ad-IL12
CD4_vs_N	-0.115283897649101	0.00164178983391451	1521	1983.41293070452	Ad-IL12
M_vs_N	-0.154454934957528	0.0239457353354142	22184	31658.825092003	Ad-IL12
DC_vs_N	-0.041735575019539	6.80032326859134e-05	63	69.3548463347446	Ad-IL12
Endo_vs_N	-0.0298941287119091	0.00229051805568295	2122	2273.20984756101	Ad-IL12
CD45+_vs_N	-0.161279874408725	0.00123808874416177	1147	1662.81268978697	Ad-IL12
Mo_vs_N	-0.0454287010569658	0.0275790451431888	25550	28367.4048762289	Ad-IL12
N_vs_NK	0.00949962588257466	0.00216314712362193	2004	1960.64114819313	Ad-IL12
N_vs_Treg	-0.157058690827681	0.000561295740752764	520	746.55553205712	Ad-IL12
N_vs_Tumor	-0.144296410341253	0.00638581734584845	5916	8247.54289581751	Ad-IL12
N_vs_S	0.242228785259844	1.83501574756833e-05	17	9.73246141904508	Ad-IL12
B_vs_B	1.31237269045694	0.000429607149977806	398	19.3869946624686	Ad-IL12
B_vs_CD8	0.0964387805759275	0.00012305338128856	114	91.2990906059047	Ad-IL12
B_vs_CD4	0.147951529524243	0.000145721089536708	135	96.0246119233073	Ad-IL12
B_vs_M	-0.0708531963118441	0.00140539801932668	1302	1532.72490379884	Ad-IL12
B_vs_DC	0.172932455894964	5.39718133388416e-06	5	3.357733581947	Ad-IL12
B_vs_Endo	0.0621951137615285	0.000137085772108842	127	110.054789929574	Ad-IL12
B_vs_CD45+	0.349459995789507	0.000194294750068455	180	80.503127092768	Ad-IL12
B_vs_Mo	-0.0831759347879619	0.00122405635334149	1134	1373.37465252062	Ad-IL12
B_vs_NK	0.0795376988974219	0.00012305338128856	114	94.9221427679404	Ad-IL12
B_vs_Treg	0.287067122038919	7.55591354352962e-05	70	36.1436109118838	Ad-IL12
B_vs_Tumor	0.0557619450946063	0.000490054371972869	454	399.295120865425	Ad-IL12
B_vs_S	1.02578657893952	5.39718133388416e-06	5	0.471185710426122	Ad-IL12
CD8_vs_CD8	0.342468769605354	0.00102112639378663	946	429.954414832639	Ad-IL12
CD4_vs_CD8	0.170736345866139	0.000723207942525254	670	452.208292054409	Ad-IL12
CD8_vs_M	-0.0737315682529386	0.00657471491458302	6091	7218.05479921858	Ad-IL12
CD8_vs_DC	0.123219167569627	2.26678161896164e-05	21	15.8125603202509	Ad-IL12
CD8_vs_Endo	0.0257978583139225	0.000593678181107262	550	518.280549013912	Ad-IL12
CD45+_vs_CD8	0.162382966098165	0.000594757595785745	551	379.113030279516	Ad-IL12
CD8_vs_Mo	0.0197153678209319	0.00730547865191619	6768	6467.62734603067	Ad-IL12
CD8_vs_NK	0.152450299301352	0.00068542842877834	635	447.016438801314	Ad-IL12
CD8_vs_Treg	0.123121131932981	0.000243947825278685	226	170.210951461027	Ad-IL12
CD8_vs_Tumor	0.0272141304297712	0.00216098829426496	2002	1880.39879584648	Ad-IL12
CD8_vs_S	0.352830617955025	5.39718133388416e-06	5	2.21895284015745	Ad-IL12
CD4_vs_CD4	0.288417387617108	0.000997379270860002	924	475.614000806026	Ad-IL12
CD4_vs_M	-0.0740206072424264	0.00691041287959131	6402	7591.65185914025	Ad-IL12
CD4_vs_DC	0.0801138629528224	2.15884015111331e-05	20	16.6309977261458	Ad-IL12
CD4_vs_Endo	0.0908883185882184	0.00072536677188222	672	545.106071223462	Ad-IL12
CD4_vs_CD45+	0.138095817212432	0.000591519351750296	548	398.735424044905	Ad-IL12
CD4_vs_Mo	0.0252741731662053	0.00778257993980579	7210	6802.38326412201	Ad-IL12
CD4_vs_NK	0.130534190351542	0.00068542842877834	635	470.153424030479	Ad-IL12
CD4_vs_Treg	0.224217791154578	0.000323824511486447	300	179.020847312634	Ad-IL12
CD4_vs_Tumor	-0.00680009953050925	0.00210162048694838	1947	1977.72577397978	Ad-IL12
CD4_vs_S	0.477040063043242	7.55601069085069e-06	7	2.33380293207936	Ad-IL12
M_vs_M	0.125114783871294	0.174470112249905	161634	121176.369603747	Ad-IL12
DC_vs_M	-0.0278004358966909	0.0002687743628838	249	265.460530163292	Ad-IL12
Endo_vs_M	-0.233955500363704	0.00548018843060099	5077	8700.86984827844	Ad-IL12
CD45+_vs_M	-0.0609628074312833	0.00597024269463239	5531	6364.53199049145	Ad-IL12
M_vs_Mo	-0.115400244115983	0.0898526367742452	83242	108578.228282051	Ad-IL12
M_vs_NK	-0.0739175396847196	0.00683269502274052	6330	7504.4912672321	Ad-IL12
M_vs_Treg	-0.0516647772194378	0.00273847514725351	2537	2857.49356836134	Ad-IL12
M_vs_Tumor	0.0379415009182201	0.0371858357816899	34450	31568.047878024	Ad-IL12
M_vs_S	-0.173204088516801	2.69854749035494e-05	25	37.2516774909095	Ad-IL12
DC_vs_DC	1.01357651081298	6.47659601236742e-06	6	0.581543194477725	Ad-IL12
DC_vs_Endo	0.117797053180158	2.69854749035494e-05	25	19.0609566069587	Ad-IL12
CD45+_vs_DC	0.134407392610921	2.05089868326498e-05	19	13.9427517259508	Ad-IL12
DC_vs_Mo	-0.0299716010715617	0.000239630166564752	222	237.861838394712	Ad-IL12
DC_vs_NK	0.0393716409368903	1.94295721541666e-05	18	16.4400554078296	Ad-IL12
DC_vs_Treg	-0.0184087933387725	6.47659601236742e-06	6	6.25989836199835	Ad-IL12
DC_vs_Tumor	0.0632607829297621	8.63532822201288e-05	80	69.1559810986559	Ad-IL12
DC_vs_S	-2.91172785470716	1.07941467848326e-10	0	0.0816070830356275	Ad-IL12
Endo_vs_Endo	0.741355747810844	0.00371750426063782	3444	624.751643940489	Ad-IL12
CD45+_vs_Endo	0.0258306191365673	0.00052351622700585	485	456.994748031785	Ad-IL12
Endo_vs_Mo	0.0422067873451995	0.00927433102546966	8592	7796.28103835835	Ad-IL12
Endo_vs_NK	0.0860994438409838	0.000709175551704971	657	538.847648326558	Ad-IL12
Endo_vs_Treg	0.0770362648094695	0.000264456704169867	245	205.177624250562	Ad-IL12
Endo_vs_Tumor	-0.0417360941340355	0.00222251493093851	2059	2266.69173906673	Ad-IL12
Endo_vs_S	0.049845161339346	3.23835197691764e-06	3	2.67479541216117	Ad-IL12
CD45+_vs_CD45+	0.276602136558928	0.00068219018474289	632	334.283553719673	Ad-IL12
CD45+_vs_Mo	0.0320770907194578	0.0066276062338287	6140	5702.84131825181	Ad-IL12
CD45+_vs_NK	0.162484904509043	0.000618504718712377	573	394.157498684345	Ad-IL12
CD45+_vs_Treg	0.150002267536519	0.000228836019779919	212	150.0837934651	Ad-IL12
CD45+_vs_Tumor	-0.0217645424063689	0.00170223705590957	1577	1658.04480901726	Ad-IL12
CD45+_vs_S	0.185641359909355	3.23835197691764e-06	3	1.95656540846751	Ad-IL12
Mo_vs_Mo	0.120274166647731	0.138525603456412	128334	97289.8568872847	Ad-IL12
Mo_vs_NK	-0.00646018114118753	0.00715112235289308	6625	6724.28435196324	Ad-IL12
Mo_vs_Treg	0.0209576072939206	0.00290038734902599	2687	2560.41330495874	Ad-IL12
Mo_vs_Tumor	-0.0770991494309283	0.0255659367678175	23685	28286.0653453083	Ad-IL12
Mo_vs_S	-0.0321075533237912	3.3461962974449e-05	31	33.3787945267199	Ad-IL12
NK_vs_NK	0.348135221267573	0.00111827371485013	1036	464.755540738873	Ad-IL12
NK_vs_Treg	0.148310940452573	0.0002687743628838	249	176.965489229152	Ad-IL12
NK_vs_Tumor	-0.0190772353731643	0.00201958497138365	1871	1955.01928634171	Ad-IL12
NK_vs_S	0.114086577098843	3.23835197691764e-06	3	2.30700828333475	Ad-IL12
Treg_vs_Treg	0.44560549421611	0.000202930067496321	188	67.3833480894609	Ad-IL12
Treg_vs_Tumor	-0.0522710497376346	0.000712413795740421	660	744.414889405858	Ad-IL12
S_vs_Treg	0.0563302684179549	1.07952261995111e-06	1	0.878442135121151	Ad-IL12
Tumor_vs_Tumor	0.184672168192526	0.0135811955926179	12582	8223.89423026915	Ad-IL12
S_vs_Tumor	-0.509839892924266	3.23835197691764e-06	3	9.70455495914924	Ad-IL12
S_vs_S	-2.0588737316626	1.07941467848326e-10	0	0.011451799393104	Ad-IL12
N_vs_N	0.964623448448342	0.0135463245707713	25162	2729.74268766874	untreated
B_vs_N	-0.563513738817608	0.000414540626050087	770	2818.41226680151	untreated
CD8_vs_N	-0.145230301573552	0.000319788495258396	594	829.882907192699	untreated
CD4_vs_N	-0.265049064262896	0.00030309919949395	563	1036.47190933127	untreated
M_vs_N	-0.191166168925122	0.0102439974669291	19028	29550.1244301439	untreated
DC_vs_N	-0.09491412857268	8.23698038996695e-05	153	190.373214545526	untreated
Endo_vs_N	-0.0244516936122492	0.00126192615938033	2344	2479.75811113402	untreated
CD45+_vs_N	-0.25317143918109	0.000448457581958476	833	1492.16377580393	untreated
Mo_vs_N	-0.0268595500931164	0.00258253398228952	4797	5103.04358456922	untreated
N_vs_NK	0.00224754142227766	0.000307406114529936	571	568.052718919099	untreated
N_vs_Treg	-0.180196024767477	0.000184120671624838	342	517.871794109415	untreated
N_vs_Tumor	-0.173433778982508	0.00861113830391087	15995	23846.1365277127	untreated
N_vs_S	0.0874659713547086	2.96100947088415e-05	55	44.9673720679616	untreated
B_vs_B	1.17171703893266	0.0232638016207146	43212	2909.9620786753	untreated
B_vs_CD8	0.472446748486147	0.00136906067090048	2543	856.839795269613	untreated
B_vs_CD4	0.609348331781413	0.0023435001977923	4353	1070.13937857608	untreated
B_vs_M	-0.70096732832239	0.00327002529490878	6074	30509.9940575555	untreated
B_vs_DC	-0.545299849810731	3.01484590883397e-05	56	196.557062161698	untreated
B_vs_Endo	-0.66165785181741	0.000300407377596459	558	2560.30750103022	untreated
B_vs_CD45+	0.4343073815534	0.00225467007517509	4188	1540.63337500659	untreated
B_vs_Mo	0.0459631447311403	0.00315320022455766	5857	5268.80452935863	untreated
B_vs_NK	0.265554282147108	0.000581971948074041	1081	586.504639585219	untreated
B_vs_Treg	0.279642753752683	0.000548054992165652	1018	534.693699791534	untreated
B_vs_Tumor	-0.827819737956754	0.00197041368280002	3660	24620.7248797235	untreated
B_vs_S	0.50931123172078	8.07547107611748e-05	150	46.4280364646407	untreated
CD8_vs_CD8	0.723243934092417	0.000718178136087097	1334	252.296907969292	untreated
CD4_vs_CD8	0.684532350871387	0.000820467368191764	1524	315.103077379791	untreated
CD8_vs_M	-0.174941403359875	0.0032328781527234	6005	8983.68307048647	untreated
CD8_vs_DC	0.00835179611544233	3.17635522268344e-05	59	57.8763256523586	untreated
CD8_vs_Endo	-0.0564463728187642	0.000356397273064276	662	753.883829307031	untreated
CD45+_vs_CD8	0.427864712579033	0.000654112774926806	1215	453.640270881852	untreated
CD8_vs_Mo	0.372993965837061	0.00197149041155901	3662	1551.40213933867	untreated
CD8_vs_NK	0.510904353301006	0.000301484106355455	560	172.696585632362	untreated
CD8_vs_Treg	0.456095244099302	0.000242264024610648	450	157.44082839385	untreated
CD8_vs_Tumor	-0.381602364557099	0.00162101520050566	3011	7249.58480384571	untreated
CD8_vs_S	0.326606879322773	1.56126208418871e-05	29	13.6707586503129	untreated
CD4_vs_CD4	0.927450885333702	0.0017927534375656	3330	393.544059550265	untreated
CD4_vs_M	-0.290931943192344	0.00309128832091536	5742	11220.0589555365	untreated
CD4_vs_DC	-0.0329662173026453	3.60704672628204e-05	67	72.2839152777602	untreated
CD4_vs_Endo	-0.0913205495729362	0.000410772075393599	763	941.553808619883	untreated
CD4_vs_CD45+	0.479235574095078	0.000919526414019441	1708	566.568359988273	untreated
CD4_vs_Mo	0.382795124183506	0.00251846862112923	4678	1937.60435787309	untreated
CD4_vs_NK	0.416684004147618	0.00030309919949395	563	215.687247314039	untreated
CD4_vs_Treg	0.497330462591795	0.000332709240366354	618	196.633759531306	untreated
